Ctrl_602_R1B1	LMP_602_R1B1	Ola_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000264569.1|DCXR-DT	17	13	23	19	13	27	20	26
ENSG00000264575.1|LINC00526	90.99	112.25	95.6	90.12	96.66	114.37	79.18	75.83
ENSG00000264577.1|AC010761.2	76.08	66.4	95.54	69.42	74.09	71.1	81.47	69.11
ENSG00000264589.3|MAPT-AS1	5	13	10	9	9	14	9.02	11
ENSG00000264608.1|AC005726.3	8	18	9	15	9	7	20	23
ENSG00000264668.2|AC138696.1	0	1.39	33.39	18.77	0	0.04	9.1	0
ENSG00000264772.6|AC016876.2	291.19	329.39	282.57	297.75	319.07	362.23	342.21	315.59
ENSG00000264885.1|AC026271.3	85.19	95.63	77.82	108.66	86.22	94.61	95.39	99.09
ENSG00000264920.1|AC018521.5	52	34	49	35	29	38	38	44
ENSG00000264943.1|SH3GL1P2	6	10	5.35	7.05	4	3	7	12
ENSG00000264956.1|AC138761.1	93	127	127	157	83	113	106	113
ENSG00000264982.1|AC015563.2	1.96	8.82	5.28	16.87	7.46	12.78	5.2	1.1
ENSG00000265018.6|AGAP12P	179.69	159.47	229.42	199.62	168.55	183.75	144.31	149.65
ENSG00000265148.5|TSPOAP1-AS1	5.27	10.86	8.05	14.97	1.79	9.04	4.37	4.26
ENSG00000265188.1|AP001496.3	20.96	0	0	2.01	1.42	17.87	35.33	22.21
ENSG00000265218.1|AC103810.2	11	8.57	11.08	12.17	4	6	6.9	3
ENSG00000265241.6|RBM8A	3538.66	3524.54	3892.45	3944.62	3758.32	3850	3376.45	3620.47
ENSG00000265263.1|AC124066.1	11.13	118.49	0.48	0	106.32	27.82	0	49.85
ENSG00000265287.2|AC005726.5	35.08	37.3	53.17	40.77	45.62	43.91	54.58	38.87
ENSG00000265298.1|AC132812.1	47.08	47.04	46.04	35.48	30	51	36.03	21.47
ENSG00000265303.1|AC099850.2	0	6.52	2.44	6.51	6.56	15.4	4.32	11.98
ENSG00000265354.4|TIMM23	1273.23	1270.23	1392.55	1301.67	1318.91	1363.76	1287.95	1275.84
ENSG00000265393.1|AC084125.4	7.11	2.05	9.45	23.96	8.69	4.26	13.28	9.42
ENSG00000265415.1|AC099850.3	11	26	20.22	24	11	27	21	29.08
ENSG00000265451.1|AC012447.1	22.28	16.85	17.77	15.53	27.73	20.47	17.03	15.4
ENSG00000265474.1|AC010761.5	47.05	47.41	38.54	46.24	51.67	30.32	35.28	27.06
ENSG00000265479.6|DTX2P1-UPK3BP1-PMS2P11	137.1	153.57	178.36	144.28	125.64	145.16	125.15	162.01
ENSG00000265485.6|LINC01915	6	6	9	7	14	10	5	14
ENSG00000265491.5|RNF115	821.29	881	948.82	1026.71	912.98	939	857.76	823.86
ENSG00000265511.1|AC020558.2	8	9	8	8	5	20	6	6
ENSG00000265533.1|AC114689.3	40.03	48	47	47.08	29	40	23	22
ENSG00000265579.1|AC023301.1	27.76	11.51	30.7	21.24	23.58	24.02	17.07	26.61
ENSG00000265590.9|C21orf59-TCP10L	252.68	230.81	341.85	223.7	365.16	364.95	238.28	247.07
ENSG00000265678.1|AC129510.1	12.28	14.78	8.75	17.18	14.05	10.2	4.8	17.45
ENSG00000265681.7|RPL17	6949.44	6897.84	7548.47	7131.6	6873.31	6966.1	6619.86	6044.86
ENSG00000265683.1|SYPL1P2	0	7	11	4	5	6	5	6
ENSG00000265688.2|MAFG-DT	30	33	41	46	38	52	43	51
ENSG00000265690.7|AC074143.2	21.97	36.79	26.4	79.9	46.87	33.99	29.13	28.03
ENSG00000265702.1|AC005821.1	11	10.1	8.15	14	13	14	8	14.3
ENSG00000265749.5|AC135178.3	6.68	4.39	5.28	3	1	3.06	8.93	12.23
ENSG00000265750.1|AC090772.3	0	0	7.93	11.27	5.42	10.85	4.29	2.61
ENSG00000265778.2|AC018413.1	6	6	7	7	13	4	11	8
ENSG00000265784.1|AC006441.3	17.17	10.99	21.2	51.03	26.24	20.85	43.91	14.1
ENSG00000265787.2|CYP4F35P	12.7	8	7.66	5.51	8.52	9.36	18.47	5.33
ENSG00000265808.3|SEC22B	1190.44	1265.67	1345.02	1363.89	1298.55	1289.79	1130.21	1295.66
ENSG00000265817.3|FSBP	357.88	393.19	341.21	344.24	318.91	417.52	203.73	314.69
ENSG00000265972.5|TXNIP	1336	1346	1408	1300	1136	1237	1026	1153
ENSG00000266028.7|SRGAP2	3821.09	3709.9	4669.98	3800.29	4230.31	4017.51	4121.57	3848.49
ENSG00000266053.2|NDUFV2-AS1	6	7	14	5	11	12	9	10
ENSG00000266066.1|POLRMTP1	28.35	39.42	22.54	20.39	22.67	24.52	16.15	25.76
ENSG00000266074.8|BAHCC1	790	878	935.87	1017.95	649	927	856	837
ENSG00000266076.1|AC004805.1	0	0	0	0	13.12	9.28	0	0
ENSG00000266086.2|AC015813.2	429.16	457.8	435.77	595.18	394.34	452.86	403.94	425.7
ENSG00000266094.7|RASSF5	126	124	148	159	130	152	117	121
ENSG00000266171.1|AP001020.3	4.02	3.06	5.1	9.17	10.13	6.04	6.12	5.08
ENSG00000266173.7|STRADA	1092	1085	1173	1268	1016	1126	1027	1214
ENSG00000266208.1|AC080112.1	61	65	60	46	44	52	51	42
ENSG00000266258.1|LINC01909	19	15	12	17	8	13	17	15
ENSG00000266338.6|NBPF15	708.2	704.87	817.11	792.4	911.06	848.73	749.36	821.65
ENSG00000266402.3|SNHG25	16.29	25	26	36	16	11	30.62	7
ENSG00000266405.3|AP005061.1	14	12	10	17	11	11	6	11
ENSG00000266412.5|NCOA4	2926	3064	3312	3114	3206	3238	3003	3146
ENSG00000266456.1|AP001178.3	8	4	10	12	4	9	4	14
ENSG00000266469.1|AC005288.1	25.22	0	27.24	16.74	12.77	13.86	20.31	14.59
ENSG00000266472.5|MRPS21	1119	1066	1266	1230	1137	1131	1012	1140
ENSG00000266490.1|AC127024.5	23.76	21.63	17.74	18.25	23.32	27.33	24.27	30.71
ENSG00000266642.2|AC024267.6	376.01	383.03	374.82	425.95	383.58	417.03	341.07	417.69
ENSG00000266714.9|MYO15B	339	361	416	414	308	378	346	309
ENSG00000266777.1|SH3GL1P1	28	30	39.65	37.95	40	44	30	37.92
ENSG00000266820.1|KPNA2P3	37.83	43.79	31.78	39.31	46.06	31.76	34.3	34.63
ENSG00000266872.1|AC015688.6	25.75	35.82	28.98	31.11	34.66	26.04	37.8	34.17
ENSG00000266903.1|AC243964.2	35	24	33	37	41	54	30	26
ENSG00000266904.5|LINC00663	31.56	46.48	46.39	40.98	48.51	52	55.57	34
ENSG00000266916.6|ZNF793-AS1	81	70	117	96	114	97	87	98
ENSG00000266918.1|AC091132.3	23	14	22	22	19	30	26	23
ENSG00000266921.1|AC006213.2	19.81	28.56	47.91	19.47	6.43	20.69	12.52	20.35
ENSG00000266923.1|AC063949.2	13.17	15.73	26.05	15.84	18.19	11.18	22.36	17.58
ENSG00000266928.1|AC020905.1	9	10	13	11	13	13	10	11
ENSG00000266933.2|AC005775.1	4.98	6.5	13.86	21.02	4.72	6.58	7.68	5.93
ENSG00000266962.2|AC067852.2	145.22	173.91	213.48	209.74	167.03	214.54	175.3	173.85
ENSG00000266967.7|AARSD1	544.41	555.76	533.36	523.15	499.65	540.14	486.43	483.37
ENSG00000266993.3|AL050343.1	15.64	18.65	7.64	13.18	15.73	25.4	14.76	13.85
ENSG00000267001.1|AC006538.2	42.58	17.32	31.57	56.74	65.03	40.77	26.53	44.39
ENSG00000267002.3|AC060780.1	252.53	284.26	285	272.29	253.99	273.19	277.79	273.41
ENSG00000267007.1|AC012615.2	34.58	30.72	26.32	26.75	19.63	45.07	25.59	30.48
ENSG00000267022.1|AC067968.1	63.47	64.51	37.91	39.44	66.65	118.59	79.63	77.33
ENSG00000267023.5|LRRC37A16P	64.32	85.24	79.86	78.33	81.18	95.83	59.91	91.44
ENSG00000267034.1|AC010980.2	62.14	54.93	55.9	64.33	70.9	65.98	60.3	58.37
ENSG00000267040.6|AC027097.1	16.49	23.38	27.93	14.78	27.61	29.36	19.47	39.63
ENSG00000267041.6|ZNF850	119	176	165	279	136	175	126	168
ENSG00000267049.1|AC002398.1	8.51	11.02	10.75	13.13	15.66	20.36	8.43	11.23
ENSG00000267053.6|AC012617.1	20.54	36.47	32.23	16.59	21.27	15.95	8.93	23.53
ENSG00000267056.2|AC005336.1	23	24	39.4	36	40	50	40	56
ENSG00000267058.1|AC006213.3	55.15	78.88	67.18	79.32	92.61	84.76	72.2	87.02
ENSG00000267059.2|AC005943.1	437.66	574.48	621.61	647.8	420.01	591.65	573.42	391.63
ENSG00000267060.5|PTGES3L	16.15	12.56	8.45	15.62	15.61	28.86	17.93	33.18
ENSG00000267064.1|UXT-AS1	23.05	17.57	16.37	23.86	25.21	24.49	13.1	19.28
ENSG00000267080.5|ASB16-AS1	154.71	176	217.4	250.47	157	200.17	142.67	221.06
ENSG00000267082.1|AC011472.1	8	4	4	4	5	3	13	8
ENSG00000267096.1|AC008735.1	10	11	6	17	13	16	6	2
ENSG00000267100.1|ILF3-DT	522	441	559	453	458	458	451	384
ENSG00000267102.1|AC060766.1	21	16	25.66	24	21	23.41	18	26
ENSG00000267106.6|ZNF561-AS1	123.23	130.11	122.24	160.14	169.99	150.51	125.72	134
ENSG00000267120.3|AD000671.2	2.67	3.62	0	5.35	11.7	9.3	0	11.42
ENSG00000267121.5|AC008105.3	11	13	14	27	11	13.59	10	26
ENSG00000267128.1|RNF157-AS1	39.28	34.39	43.29	69.02	52.26	50.69	51.52	44.32
ENSG00000267143.1|AP001120.2	9.43	21.34	28.36	18.17	15.96	20.04	20.12	21.63
ENSG00000267152.1|AC093227.1	11	14	15	20	13	12	17	21
ENSG00000267157.1|AC011499.1	9.77	4.78	10.03	9.33	4.07	3.55	0	2.24
ENSG00000267160.1|AC091152.2	13	16	11.69	13.4	9.76	10	21	19
ENSG00000267165.1|CHMP1B-AS1	22.39	35.56	12.31	36.68	49.87	63.87	5.4	49.85
ENSG00000267169.1|AC022098.1	118.53	100.7	132.43	113.56	93.63	120.32	103.67	107.71
ENSG00000267198.1|AC091132.4	4.72	4.7	4.04	3	5.03	18.5	13.77	2.45
ENSG00000267199.1|AP001029.2	14.16	29.2	37.08	34.39	22.55	14.05	17	25.04
ENSG00000267201.1|LINC01775	4	8	8	11	6	4	6	3
ENSG00000267216.1|AC020915.1	59.49	89.48	85.43	22.08	85.04	63.6	48.91	17.77
ENSG00000267221.2|C17orf113	36	46	48	32	44	25	41	50
ENSG00000267226.2|AC104971.1	10	3	9	10.05	5	9	4	10
ENSG00000267228.7|AC012254.2	46.69	53.8	99.29	63.37	47.17	102.39	58.6	45.56
ENSG00000267244.5|AC012615.6	74.58	105	110.01	86.15	89.99	90.23	94.44	82.02
ENSG00000267248.2|AC025048.2	40	52	39	59	42	60	56	41
ENSG00000267249.1|AP005482.3	9	10	9	13	4	13	7	5
ENSG00000267254.6|AC020928.1	57	63	58	55	46	47	39	41
ENSG00000267260.1|AC020928.2	12	25.29	12	20.86	13.14	11.8	9.55	18.54
ENSG00000267263.1|AC111170.2	2.64	4.95	1.61	11.91	6.85	5.25	3.12	4.15
ENSG00000267265.5|AC011476.3	14.79	14.75	15.67	18.59	13.43	14.47	17.73	13.11
ENSG00000267270.5|PARD6G-AS1	7	3	4	7	12	5	6	7
ENSG00000267272.5|LINC01140	6	11	18	2	6	11	5	12
ENSG00000267274.1|AC008770.3	4	11	2	4	1	3	4	5
ENSG00000267278.5|MAP3K14-AS1	7.35	11.98	18.59	6	6.1	17.91	17.49	13.96
ENSG00000267280.5|TBX2-AS1	38	41	62	66	39	26	31	41
ENSG00000267281.2|ATF7	101.51	117.29	89.95	95.88	71.22	132.08	93.19	110.96
ENSG00000267287.1|AC068473.3	5	4	4	7	4	9	10	5
ENSG00000267288.2|AC138150.2	1.92	10.06	0	22.39	4.38	0	5.94	25.28
ENSG00000267296.2|CEBPA-DT	21	29	29	20	19	16	11	35
ENSG00000267302.5|RNFT1-DT	8.09	10.36	6.07	14.92	11.12	15.26	2.02	11.63
ENSG00000267303.1|AC011511.4	899.51	759.11	852.22	961.79	695.91	888.9	668.21	847.77
ENSG00000267309.1|AC092295.2	43.82	52.55	45.18	61.19	54.95	44.53	46.68	45.02
ENSG00000267317.2|AC027307.2	205.9	168.35	223.66	197.1	153.14	202.56	172.93	156.63
ENSG00000267321.2|LINC02001	141	164	179	160	178	148	146	165
ENSG00000267322.2|SNHG22	28	18.43	33	29	19.81	48.18	24	31.81
ENSG00000267323.1|SLC25A1P5	0	6.9	0	6.43	19.19	8.1	0	2.99
ENSG00000267325.1|LINC01415	49	60	84	75	84	77	70	82
ENSG00000267342.1|AC087289.3	11	11	17	19	6	15	9	11
ENSG00000267343.2|ZNF833P	20.03	12.31	14.87	10.31	7.92	1.4	19	24.75
ENSG00000267348.2|GEMIN7-AS1	10.61	2.28	7.86	6.09	9.33	7.35	8.84	9.31
ENSG00000267355.2|RPL9P29	13	8	18	18	13	9	19	6
ENSG00000267365.1|KCNJ2-AS1	90.68	80	105.39	90.95	60	92	78	82
ENSG00000267368.1|UPK3BL1	165.7	240.58	233.79	228.36	133.92	228.16	178.32	173.74
ENSG00000267370.1|AC008752.3	8	10	13	7	6	8	13	6
ENSG00000267372.2|AC005330.1	8	15	16	12	9	17	16	15
ENSG00000267383.6|AC011447.3	35	70.97	49	66	61.87	69	61.49	80
ENSG00000267385.1|AC011498.4	9.98	25.1	15.55	14.74	9.02	16.3	5.34	21.68
ENSG00000267387.1|AC020931.1	3.47	6.44	5.48	7.69	7	16.23	9.36	4.49
ENSG00000267390.1|AC036176.1	16	5	12	8.56	21	14	10.75	9
ENSG00000267414.1|AC120049.1	19	13	17	13	16	16	17	20
ENSG00000267419.2|AC011477.1	14.43	17.93	23.43	16.28	14.73	24.48	24.05	10.22
ENSG00000267421.6|AC005498.2	6	6	12	5	5	8	4	6
ENSG00000267422.1|AC016582.2	23.06	20.79	27.65	26.74	46.58	24.47	20.8	25.37
ENSG00000267426.5|AC087289.4	16.34	40.43	29.35	18.22	38.09	44.07	47.5	42.43
ENSG00000267436.1|AC005786.3	68.59	90.45	87.64	102.61	70.41	73.31	89.3	77.92
ENSG00000267439.1|AD000671.3	9.28	11.97	6.93	17.79	13.33	4.66	10.64	11.98
ENSG00000267452.2|LINC02073	94	111	111	106	104	104	96	93
ENSG00000267454.5|ZNF582-AS1	98	98	104	122	112	127	116	98
ENSG00000267458.1|AC092069.1	14.22	19.81	12.95	19.77	16.99	5.04	7.46	25.82
ENSG00000267459.1|AC006116.7	86.68	88.8	45.2	44.64	71.86	111.39	40.89	51.1
ENSG00000267469.1|AC005944.1	155.18	205.24	161.07	258.45	204.49	190.77	158.99	187.21
ENSG00000267470.5|ZNF571-AS1	70	102	96.21	92.78	97.81	84.16	94.42	102
ENSG00000267475.1|AC008736.2	21	20	16	8	21	19	18	30
ENSG00000267481.1|AC011477.2	20	26	34	32.91	23	39	25	35
ENSG00000267493.3|CIRBP-AS1	129	152	131	120	121	130	129	131
ENSG00000267500.1|ZNF887P	65.55	42.9	82.11	85.51	61.99	83.12	55.32	81.13
ENSG00000267508.5|ZNF285	47.42	30	77.27	47.75	53.38	43	56	44
ENSG00000267510.1|AC011451.1	4	12	3.4	4	12.58	5	0	8
ENSG00000267512.1|AC011446.1	86.68	47.1	39.5	101.04	56.54	42.86	60.99	51.67
ENSG00000267519.6|AC020916.1	180.99	169.1	175.04	187.38	170.66	177.64	169.06	161.26
ENSG00000267520.2|AC010733.2	58.6	104.65	84.6	59.7	88.4	65.85	99.53	92.9
ENSG00000267523.1|AC008735.2	88	82	83	81	76	99	72	77
ENSG00000267532.5|MIR497HG	111.7	85.37	121.55	93.94	111.67	129.54	120.83	110.51
ENSG00000267534.4|S1PR2	399	344	424	402	445	413	419	449
ENSG00000267561.2|AC093155.3	0	5.16	2.67	15.22	8.64	4.99	2.35	2.1
ENSG00000267565.1|AC011477.3	27	26	36	32	34	36	21	32
ENSG00000267575.6|AC006504.5	301.93	321.1	337.77	315.33	344.26	409.82	384.04	344.72
ENSG00000267576.1|AC011472.3	22.5	18.29	19.15	30.88	29.13	23.11	14.2	26.94
ENSG00000267594.5|CYP4F24P	32	39	29.97	30	35	27	39	19
ENSG00000267601.1|AC022966.1	128.76	140.75	117.19	247	108.91	146.34	120.54	87.91
ENSG00000267605.6|AC016590.1	16.57	25.53	22.84	26.81	21.91	20.05	37.07	33.52
ENSG00000267632.1|AC067852.3	26	35	24	28	18	33	26	11
ENSG00000267633.1|AC008686.1	15.86	43.61	23.14	23.77	6.7	31.52	29.92	19.99
ENSG00000267640.6|AC016582.3	452	550	586	595	542	573	462	609
ENSG00000267645.5|AC105052.3	0	0	0	0	35.73	0	0	0
ENSG00000267648.1|AC060766.5	11.9	8.36	3.76	5.64	0	3	11.54	0
ENSG00000267655.1|AC125437.1	10	8	18	12	13	6	7	8
ENSG00000267666.2|AC004156.1	9	22	24	11	11	15	14	12
ENSG00000267673.6|FDX2	360.06	308.77	337.76	320.26	288.81	388.71	288.25	370.08
ENSG00000267680.5|ZNF224	383.39	404.5	454.21	411.57	459.25	447.81	410.31	504.66
ENSG00000267697.1|LUZP6	6	2.92	3.58	18.98	0	8.26	8.23	6.19
ENSG00000267699.2|AC091551.1	5.86	2.81	14.99	6.22	6.13	10.85	5.97	8.42
ENSG00000267702.1|AP005131.6	17	13	17	19	12	12	22	22
ENSG00000267724.1|AC012254.3	3.98	11.77	8.79	9.76	2.79	16.04	5.45	9.4
ENSG00000267740.5|AC024592.3	8.82	22.53	3.36	10.47	4.19	29.91	24.68	17.67
ENSG00000267745.1|AC060766.7	39.1	18.64	17.58	20.36	26	40.59	34.46	40
ENSG00000267750.5|RUNDC3A-AS1	11.04	23	16.62	8	12	8.03	5.02	8.31
ENSG00000267751.5|AC009005.1	171.06	189.68	187.39	242.71	164.05	205.37	180.4	207.63
ENSG00000267765.1|AC100793.3	25.26	23.7	25.04	15.66	15.38	36.19	34.64	27.58
ENSG00000267767.2|LINC01801	38	36	30	32	32	37	34	14
ENSG00000267776.1|AC006116.10	25.35	13.84	13.95	23.07	22.53	22.64	23.57	28.66
ENSG00000267778.1|AC004221.1	20	45	23	32	27	41	27	31
ENSG00000267787.6|AC027097.2	28.81	28.13	28.49	29.54	35.89	19.9	21.8	18.37
ENSG00000267796.8|LIN37	226.65	236.03	242.81	284.72	220.66	294.15	265.07	291.55
ENSG00000267801.1|AC087289.6	38.44	31.89	44.45	46.04	39.68	47.82	52.55	39.4
ENSG00000267809.1|NDUFV2P1	17.14	13.18	26.29	37.75	9.12	28.18	20.18	17.12
ENSG00000267815.1|AC008655.1	37.51	33.2	34.25	33.91	21.85	22.4	33.99	31.88
ENSG00000267827.5|AC011468.2	3.87	12.41	8.41	0	19.2	5.67	6.53	0
ENSG00000267855.5|NDUFA7	592	544.12	609.99	487.16	466	448.5	559	526.03
ENSG00000267858.5|MZF1-AS1	104.05	70.88	88.69	82.2	67.23	86.29	60.26	86.96
ENSG00000267882.2|AL031666.2	7	4	7	5	7	15	6	6
ENSG00000267886.1|AC074135.1	16.27	65.41	48.44	53.22	49.57	40.89	48.03	60.54
ENSG00000267890.1|AC010624.2	5	4.34	1.45	7.18	4.37	3.65	9.82	4.76
ENSG00000267904.1|AC024075.1	27	20	26	19	25	34	20	13
ENSG00000267934.1|AC010300.1	26	37	34	40	32	33	21	24
ENSG00000267940.1|AC022762.2	13	6	21	3	8	12	4	9
ENSG00000267978.5|MAGEA9B	16	22	27	14	22	26	20	25
ENSG00000267980.1|AC007292.1	15.03	26	27.14	30.23	24.05	18.06	23	18.03
ENSG00000268001.1|CARD8-AS1	24	24	25	24	24	26	20	18
ENSG00000268006.1|PTOV1-AS1	40.57	57.94	45.79	35.38	55.81	40.44	34.33	37.65
ENSG00000268030.1|AC005253.1	98.53	89.89	143.43	102.27	111.37	150.48	85.85	124.98
ENSG00000268043.7|NBPF12	1126.74	1218.32	1311.97	1162.9	1177.99	1272.89	1143.29	1177.07
ENSG00000268049.1|AC012313.2	16.72	24	21.45	23.8	19.23	24	19.65	31.44
ENSG00000268061.5|NAPA-AS1	12.12	24.1	13.55	15.94	14.81	23.33	19.59	29.64
ENSG00000268069.2|AC004466.1	31.39	18.77	28.18	32.41	18.69	38.19	20.15	22.22
ENSG00000268079.1|BNIP3P30	12	23	5	8	16	13	8	13.93
ENSG00000268087.1|AC008764.2	7	18	15	13	6	9	11	9
ENSG00000268093.1|AC022154.1	2.14	12.58	5.85	4.66	7.61	1.07	7.39	4.09
ENSG00000268105.1|AC124856.1	3	4	11	6	5	3	7	1
ENSG00000268107.6|AC003005.1	50.4	29.89	32.42	21.37	34.88	43.36	33.25	17.94
ENSG00000268120.1|AC010336.3	101.2	84.92	85.01	156.74	72.58	90.84	77	89.04
ENSG00000268129.1|AC026304.1	16.89	18.98	21.72	17	20.2	20.8	12.02	18.76
ENSG00000268173.3|AC007192.1	597.66	786.9	618.27	663.89	648.44	527.83	597.88	608.18
ENSG00000268182.6|SMIM17	15	11	13	10	10	6	9	7
ENSG00000268189.2|AC005785.1	7.04	8.1	18.11	9.1	12.03	4.04	7.07	11.04
ENSG00000268191.1|AC010503.1	0	20.95	15.61	9.64	11.56	21.13	5.41	23.7
ENSG00000268201.1|AC020915.2	1	2	11	4	8	4	2	6
ENSG00000268203.1|AC010503.2	3.12	3.89	7.16	10.91	10.45	4.56	5.69	6.85
ENSG00000268205.1|AC005261.1	236	281	262	314	270	318	262	319
ENSG00000268218.1|AC137932.3	13.36	13.34	23.54	16.47	12.95	15.55	10.33	18.21
ENSG00000268225.2|AC010487.1	25	19	20	30.52	13	23	23	28
ENSG00000268230.5|AC012313.3	29.75	49.7	30.25	28.5	40.8	43.62	29.03	43.87
ENSG00000268262.1|AC011445.1	17.96	11.84	18.31	12.43	16	13.74	18.13	11.24
ENSG00000268350.7|FAM156A	1775.89	1451.61	1823.79	1826.01	1501.5	1957.68	1717.43	1921.65
ENSG00000268357.1|VN1R81P	29	43	33	57	30	54	28	52
ENSG00000268362.5|AC092279.1	74.41	68.22	127.14	82.71	107.34	91.59	121.17	92.36
ENSG00000268364.1|SMC5-AS1	6	8	10	13	4	5	6	12
ENSG00000268379.1|AC025588.1	8	6	7	10	13	11	4	8
ENSG00000268403.2|AC132192.2	70	60	62	35	48	37	53	51
ENSG00000268442.1|AC073534.1	5	11	4	6	9	8	6	14
ENSG00000268447.5|SSX2B	4.27	3.91	8.94	5.47	7.23	13.57	6.19	9.97
ENSG00000268471.6|MIR4453HG	163	163	200	145	199.07	187	168	192
ENSG00000268496.1|AC245884.9	26	23	20	32	30	28	24	47
ENSG00000268516.2|AC020915.3	160.29	152.66	200.06	198.84	174.72	155.75	151.4	189
ENSG00000268521.1|VN1R83P	17	12	14	14	24	18	17	24
ENSG00000268530.5|AC008403.3	15.51	3.14	10.29	0.1	4.56	0	8.88	2.01
ENSG00000268565.1|AC005339.1	10.16	11.86	17.16	23.06	10.27	6.66	14.22	8.77
ENSG00000268573.1|AC011815.1	8	16	12	20	7	5	10	19
ENSG00000268575.1|AL031282.2	49.59	42.96	55.21	58.51	45.34	52.85	44.51	41.34
ENSG00000268584.1|AC073389.1	32	19	27	27	12	15	28	9
ENSG00000268603.1|AC053503.5	5.8	11.63	0	2.13	3.06	7.04	7	1
ENSG00000268606.5|MAGEA2	139.35	68.14	4.96	171.83	52.07	0	34.48	92.46
ENSG00000268628.2|AL121761.1	5.98	7.11	1.59	3.75	11.28	9.14	4.45	0
ENSG00000268643.1|AC006486.1	32.09	33.41	20.36	10.91	0	0	11.2	0
ENSG00000268649.5|AL132655.2	7	12	2	12	3	4	6	6
ENSG00000268658.5|LINC00664	138.72	170.53	169.01	227.56	122.88	182	136	215
ENSG00000268660.1|LETM1P2	12	22	11	7	7	12.02	13	11
ENSG00000268670.1|AC016586.1	12	15	12	17	8	12	17	12
ENSG00000268677.1|AC011495.3	0	1.85	0	11.45	2.59	0	1.93	0
ENSG00000268678.1|AC005261.2	8.15	11.32	16.73	10.35	8.22	8.13	10.46	6.05
ENSG00000268686.1|AC010643.1	1	3	2	16	10	6	2	6
ENSG00000268713.1|AC005261.3	25.92	30.48	11.53	44.83	36.07	32.55	29.35	26.2
ENSG00000268744.1|AC008758.4	21.91	23.61	23.27	38.44	15.61	15.31	41.05	33.1
ENSG00000268750.6|AC010522.1	4.29	13.07	7.68	7.07	13.49	10.61	15.69	23.05
ENSG00000268758.7|ADGRE4P	10	10	11	16	5	9	5	12
ENSG00000268790.5|AC008764.4	0	7.23	4.33	3.3	0	0	15.47	0
ENSG00000268798.1|AC027307.3	21	17	11	19	11	15	19	12
ENSG00000268854.1|AC020909.3	49.47	33.95	64.7	49.84	44.91	55.78	50.78	55.05
ENSG00000268858.2|AL118506.1	109	109	98	127	103	125	113	110
ENSG00000268861.6|AC008878.3	0	0	0	113.82	0	0	0	0
ENSG00000268870.1|AC008758.5	3.19	12.67	3.23	8.21	12.06	27.27	11.13	22.18
ENSG00000268883.2|PNMA6B	0	3.26	3.03	2.26	0	4.84	9.06	12.37
ENSG00000268895.5|A1BG-AS1	213.2	194.77	216.96	255.01	210.98	292.47	232.94	214.38
ENSG00000268896.1|AC009955.3	13	9.03	7.29	5.59	10.24	7.34	7.09	9
ENSG00000268903.1|AL627309.6	2.19	0.07	12.07	0	1.85	3.66	4.16	4.52
ENSG00000268912.1|AC012313.5	77	95	94	110	75	78	79	83
ENSG00000268916.6|CSAG3	67	69	83.06	73	74	81	84	70
ENSG00000268947.1|AC002128.1	16	17	19	18	19	13	14	15
ENSG00000268970.1|AC022150.2	5	9	5	17	9	9	14	3
ENSG00000268975.2|MIA-RAB4B	8.3	10.41	0	0	0	3.88	0	3.12
ENSG00000268995.1|VN1R82P	0	1.44	13.33	10.47	0	3.52	3.89	6.39
ENSG00000268996.3|MAN1B1-DT	46	28	32	24	35	36	32	23
ENSG00000269001.2|AC092070.2	190	193	204	222	209	199	168	239
ENSG00000269026.2|AC003006.1	3.37	0	0	3.75	2.41	11.41	0	3.57
ENSG00000269044.2|AC024075.2	154	171	205	143	131	193	147	149
ENSG00000269068.1|AC009955.4	31.83	14.77	33.68	28.64	23.63	48.65	19.42	26.49
ENSG00000269069.1|AC007842.1	19	9	4	7	13	10	6	12
ENSG00000269086.2|AC008555.2	14	15	12	13	15	12	14	11
ENSG00000269145.2|AC007192.2	19.39	21.83	22.71	28.83	12.8	25.76	15.55	17.75
ENSG00000269176.2|AP001160.3	23.15	11.5	12.76	13.61	10.99	20.55	16.33	7.66
ENSG00000269226.7|TMSB15B	53.3	47.9	63.9	63.32	66.04	88.99	44.16	54.58
ENSG00000269235.1|ZNF350-AS1	42	37	38	20	31	40	32	22
ENSG00000269242.1|AC010422.3	18.78	11.28	13.26	26.24	25.87	10.8	18.99	17.49
ENSG00000269243.1|AC008894.2	273.61	153.35	212.34	176.87	221.47	225.52	245.29	291.24
ENSG00000269293.2|ZSCAN16-AS1	83.99	62.26	83.06	72.71	73.94	59	58.77	60.89
ENSG00000269313.5|MAGIX	34	39	43	55	29	40	41	36
ENSG00000269318.1|AC007292.2	11	16	14.1	20	15.81	26	23	11
ENSG00000269335.5|IKBKG	472.44	477.88	529.44	460.97	468.76	631.18	464.08	561.08
ENSG00000269343.7|ZNF587B	203.97	248.29	237.65	230.61	189.12	255.58	166.99	211.7
ENSG00000269345.1|VN1R85P	17	22	16	20	25	17	18	18
ENSG00000269349.1|AC022150.3	0	22.85	8.59	21.87	0	0	14.15	25.35
ENSG00000269352.1|PTOV1-AS2	130.87	146.93	135.01	179.53	138.33	144.41	140.01	165.61
