Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000047932.14|GOPC	686	585	623.96	754.99
ENSG00000048028.11|USP28	618	765	599	672
ENSG00000048052.21|HDAC9	1737	1616	1819	1911
ENSG00000048140.18|TSPAN17	1044	1018	948	995
ENSG00000048162.20|NOP16	384.12	333.43	319.35	340.93
ENSG00000048342.16|CC2D2A	549	467	429	459
ENSG00000048392.11|RRM2B	838	798	721	824
ENSG00000048405.10|ZNF800	308	297	268	285
ENSG00000048471.14|SNX29	270	237	244	193
ENSG00000048544.6|MRPS10	1214	1090	1101	1169
ENSG00000048649.13|RSF1	2078.13	1936.42	1736	1836.56
ENSG00000048707.15|VPS13D	702	538	603	547
ENSG00000048740.18|CELF2	2637	2156	2237	2113
ENSG00000048828.17|FAM120A	3398.12	3332.04	3201.18	3284.04
ENSG00000048991.16|R3HDM1	1492	1515	1290	1366
ENSG00000049089.15|COL9A2	440	455	416	401
ENSG00000049167.14|ERCC8	382.59	385.38	341.41	336.54
ENSG00000049192.15|ADAMTS6	156	103	117	85
ENSG00000049239.12|H6PD	988	896	856	829
ENSG00000049245.13|VAMP3	285	304	261	289
ENSG00000049246.14|PER3	1184.95	1127.88	854.84	996.86
ENSG00000049323.16|LTBP1	692	634	468	499.98
ENSG00000049449.9|RCN1	2530.54	2595.06	2288.39	2754.1
ENSG00000049540.17|ELN	773	1190	543	860
ENSG00000049541.11|RFC2	1512	1792	1348	1769
ENSG00000049618.23|ARID1B	1019.42	838.63	865.18	759.41
ENSG00000049656.14|CLPTM1L	1630	1507	1497	1442
ENSG00000049759.18|NEDD4L	1536	1502	1208	1290
ENSG00000049768.15|FOXP3	17.64	17	14	22
ENSG00000049769.13|PPP1R3F	148.96	149	116.68	146.77
ENSG00000049860.14|HEXB	2312.06	2608.48	2213.55	2355.14
ENSG00000049883.15|PTCD2	511	476	458	527.98
ENSG00000050030.15|NEXMIF	16	25	6	11
ENSG00000050130.18|JKAMP	1086.96	1091	965	1067
ENSG00000050165.17|DKK3	7779	6463	7612	6437
ENSG00000050344.9|NFE2L3	490	494	394	418
ENSG00000050393.11|MCUR1	1314	1349	1125	1244
ENSG00000050405.13|LIMA1	4349	3803	3835	3996
ENSG00000050426.16|LETMD1	437	455	353	393
ENSG00000050438.17|SLC4A8	424	402	304	272
ENSG00000050748.17|MAPK9	406	406	329	386
ENSG00000050820.17|BCAR1	1063	1118.58	1024.21	961.32
ENSG00000051009.10|FAM160A2	567	477	462	458
ENSG00000051108.15|HERPUD1	629	579	595	616
ENSG00000051128.19|HOMER3	904.54	948.7	711.88	659.56
ENSG00000051180.17|RAD51	659	873	556	877
ENSG00000051341.14|POLQ	923	1200	765	1246
ENSG00000051382.8|PIK3CB	425	394	374	358
ENSG00000051596.9|THOC3	391.08	401.63	340.31	454.45
ENSG00000051620.11|HEBP2	155	151	155	197
ENSG00000051825.14|MPHOSPH9	555.81	677.52	497.47	586.65
ENSG00000052126.14|PLEKHA5	50	54	45	38
ENSG00000052723.11|SIKE1	1260	1383	1106	1317
ENSG00000052749.13|RRP12	637.01	599	602	572
ENSG00000052795.13|FNIP2	463	491	366	455
ENSG00000052802.13|MSMO1	989	940	1095	1011
ENSG00000052841.15|TTC17	2030	1857	1718	1813
ENSG00000053254.15|FOXN3	726	671.31	469.57	530.5
ENSG00000053371.12|AKR7A2	763.97	838.95	654	724
ENSG00000053372.5|MRTO4	1255	1267	1100	1142
ENSG00000053438.10|NNAT	15	14	6	10
ENSG00000053501.13|USE1	439	459	373	464
ENSG00000053524.12|MCF2L2	62	74	45	69.48
ENSG00000053702.15|NRIP2	39	50.37	33	34
ENSG00000053747.16|LAMA3	8	19	8	15
ENSG00000053770.12|AP5M1	791	771	711	805
ENSG00000053900.10|ANAPC4	597	578	517	587
ENSG00000053918.16|KCNQ1	27	11	24	7
ENSG00000054116.12|TRAPPC3	612	604	549	553
ENSG00000054118.15|THRAP3	3684.21	3759.84	3091.56	3620.77
ENSG00000054148.17|PHPT1	729	770.88	654	698
ENSG00000054179.12|ENTPD2	30	27	22	11
ENSG00000054267.22|ARID4B	1425.11	1277.06	1233.09	1293.82
ENSG00000054277.14|OPN3	121.23	87.54	126.54	132.56
ENSG00000054282.16|SDCCAG8	406.99	386.88	351.7	381.33
ENSG00000054356.14|PTPRN	33	31	36	25
ENSG00000054392.13|HHAT	120	136	126	133
ENSG00000054523.17|KIF1B	3652.73	3287.28	2860.13	3161.39
ENSG00000054598.8|FOXC1	275	297	273	300
ENSG00000054611.14|TBC1D22A	189	184	186	154
ENSG00000054654.16|SYNE2	2100	2056	1800	2118
ENSG00000054690.13|PLEKHH1	293.24	335.61	249.11	294.84
ENSG00000054793.13|ATP9A	2180	1900	1821	1927
ENSG00000054965.10|FAM168A	3527	3475	2952	2997
ENSG00000054967.13|RELT	407	408.21	354	468.37
ENSG00000054983.17|GALC	206	209	155	169
ENSG00000055044.11|NOP58	1621.39	1582.66	1415.57	1532.62
ENSG00000055070.17|SZRD1	2702.51	2639.58	2273	2386
ENSG00000055118.14|KCNH2	296	370	299	318
ENSG00000055130.16|CUL1	1064.38	1043	943.02	1065
ENSG00000055147.19|FAM114A2	287	297	240	289
ENSG00000055163.20|CYFIP2	664	617	517	496
ENSG00000055208.19|TAB2	1022	950	907	977
ENSG00000055211.14|GINM1	390	353	385	375
ENSG00000055332.18|EIF2AK2	2255	2385.92	1934	2156
ENSG00000055483.19|USP36	1099	1016	922	982
ENSG00000055609.18|KMT2C	1008	799	840	770
ENSG00000055917.15|PUM2	3011	2892	2699	2749
ENSG00000055950.16|MRPL43	413.03	389.37	335	334.04
ENSG00000055955.16|ITIH4	22.46	22.67	11.48	12.52
ENSG00000056050.7|HPF1	479	511	432	541
ENSG00000056097.16|ZFR	3989	3845	3380	3692
ENSG00000056277.16|ZNF280C	137	172	112	154
ENSG00000056487.16|PHF21B	390	331	313	314
ENSG00000056558.11|TRAF1	18	30	9	13
ENSG00000056586.16|RC3H2	1793	1765	1577	1933
ENSG00000056736.10|IL17RB	82	109	82	92
ENSG00000056972.19|TRAF3IP2	439	563.24	327.27	510
ENSG00000056998.20|GYG2	342	332	265	275
ENSG00000057019.16|DCBLD2	917	1001	757	881
ENSG00000057252.13|SOAT1	879	978	783	929
ENSG00000057608.17|GDI2	5060.95	4968.64	4476.08	4559
ENSG00000057663.16|ATG5	263	239	276	289
ENSG00000057704.13|TMCC3	367	311	289	327
ENSG00000057757.10|PITHD1	923	1052	775	1020
ENSG00000057935.13|MTA3	1244	1260	1035	1092
ENSG00000058056.9|USP13	888	869	755	835
ENSG00000058063.16|ATP11B	1649.07	1606.66	1515.37	1621.82
ENSG00000058085.14|LAMC2	41	57	44	80
ENSG00000058091.17|CDK14	1144.31	867	1053	805
ENSG00000058262.10|SEC61A1	6815.78	6579.16	6538.19	6874.01
ENSG00000058272.19|PPP1R12A	1097.63	961.57	967.06	908.58
ENSG00000058404.20|CAMK2B	193	196	117	152
ENSG00000058453.17|CROCC	384.51	360.84	276.87	257
ENSG00000058600.16|POLR3E	667	681	619	634
ENSG00000058668.14|ATP2B4	687	684	628	617
ENSG00000058673.16|ZC3H11A	3681.58	3645.01	3497.26	3815.32
ENSG00000058729.11|RIOK2	705	784	625.8	751
ENSG00000058799.15|YIPF1	152	119	130	109
ENSG00000058804.12|NDC1	1046	1164	807	917
ENSG00000058866.15|DGKG	141	144	114	174
ENSG00000059122.16|FLYWCH1	399	412	377	404
ENSG00000059145.18|UNKL	88.43	122.15	85.28	61.72
ENSG00000059378.12|PARP12	157	125	149	128
ENSG00000059573.9|ALDH18A1	1591	1540	1333	1424
ENSG00000059588.10|TARBP1	569	522	426	426
ENSG00000059691.12|GATB	629.7	498.25	434.89	481.19
ENSG00000059728.11|MXD1	424.67	411.17	331.02	364
ENSG00000059758.8|CDK17	397	331	303	324
ENSG00000059769.20|DNAJC25	158	139	114	131.88
ENSG00000059804.16|SLC2A3	180.84	197.93	206.97	226
ENSG00000059915.17|PSD	102.44	104.22	88.32	82.2
ENSG00000060069.16|CTDP1	359	328	297	301
ENSG00000060138.13|YBX3	824	757	781	738
ENSG00000060237.17|WNK1	5242	4704	4204	4293
ENSG00000060339.14|CCAR1	2495	2344	2217	2629
ENSG00000060491.16|OGFR	1006	1067	889	920
ENSG00000060642.10|PIGV	160	176	112	132
ENSG00000060656.20|PTPRU	39	42	27	16
ENSG00000060688.13|SNRNP40	452	456	424	464
ENSG00000060709.15|RIMBP2	536.98	395	456.98	371.92
ENSG00000060749.15|QSER1	2488	2616	2052	2492
ENSG00000060762.19|MPC1	697	642	721	834
ENSG00000060971.18|ACAA1	446.61	479.92	386.87	524.22
ENSG00000060982.15|BCAT1	623	486	578	562
ENSG00000061273.18|HDAC7	935.82	983.59	875.85	1016.78
ENSG00000061337.15|LZTS1	872	905	715	768
ENSG00000061455.11|PRDM6	19	14	19	15
ENSG00000061656.9|SPAG4	38	24	25	29
ENSG00000061676.15|NCKAP1	5266	4802	4523	4710
ENSG00000061794.13|MRPS35	615	566	512	593
ENSG00000061918.13|GUCY1B1	117	125	76	114
ENSG00000061936.9|SFSWAP	990	994	954	883
ENSG00000061938.18|TNK2	1645.97	1576.89	1447	1412
ENSG00000061987.16|MON2	891	783	723	828
ENSG00000062038.14|CDH3	14.62	5	13	3
ENSG00000062194.16|GPBP1	4762	4386	4075	4385
ENSG00000062282.15|DGAT2	68	81	37	45
ENSG00000062370.16|ZNF112	309	324	299	322
ENSG00000062485.19|CS	3705.83	3710.95	3216.76	3465.33
ENSG00000062524.16|LTK	23	27	23	24
ENSG00000062582.14|MRPS24	574	599	469.18	465.45
ENSG00000062598.18|ELMO2	1892.76	1777.92	1728.99	1819.99
ENSG00000062650.19|WAPL	1172	1271	1075	1271
ENSG00000062716.13|VMP1	1718	1507	1623	1657
ENSG00000062725.10|APPBP2	1830	1734	1571	1757
ENSG00000062822.13|POLD1	783	878	600.07	782.16
ENSG00000063015.19|SEZ6	104	93	59	61
ENSG00000063046.17|EIF4B	5421.77	5528.14	4419.82	4453.43
ENSG00000063127.15|SLC6A16	41	41	39	31
ENSG00000063169.10|BICRA	248	269	205	225
ENSG00000063176.15|SPHK2	475.08	529.78	451.58	408.76
ENSG00000063177.13|RPL18	3071	3141	2679	2481
ENSG00000063180.9|CA11	154	182	144	126
ENSG00000063241.8|ISOC2	179	171	131	125
ENSG00000063244.12|U2AF2	4655	4935	4057	4500
ENSG00000063245.14|EPN1	1449.63	1584	1310.95	1306
ENSG00000063322.14|MED29	1452	1592	1321	1436
ENSG00000063438.17|AHRR	130.08	62	118.58	104.06
ENSG00000063587.14|ZNF275	442	384	323	346
ENSG00000063601.17|MTMR1	672	604	601	641
ENSG00000063660.9|GPC1	6362	5540	7329	5202
ENSG00000063761.16|ADCK1	186	164	165	118
ENSG00000063854.13|HAGH	370	432.02	391	393
ENSG00000063978.16|RNF4	2164	2063.71	1851	2087
ENSG00000064012.21|CASP8	415	438	364	448
ENSG00000064042.18|LIMCH1	1269	1057	1068	1079
ENSG00000064102.15|INTS13	512	532	489	540
ENSG00000064115.11|TM7SF3	927.15	938.03	793.92	889.09
ENSG00000064199.6|SPA17	399.2	378.77	356.16	305.93
ENSG00000064225.12|ST3GAL6	232.73	287	192	213
ENSG00000064270.12|ATP2C2	15.3	13.24	11.68	12.71
ENSG00000064300.9|NGFR	141	82.92	126	95
ENSG00000064309.14|CDON	133	114	115	112
ENSG00000064313.12|TAF2	1059	1027	867	1097
ENSG00000064393.16|HIPK2	763	691	574	661
ENSG00000064419.13|TNPO3	1553	1528	1509	1484
ENSG00000064489.22|BORCS8-MEF2B	83.73	63.63	46.55	69.78
ENSG00000064490.14|RFXANK	1095.07	1035.95	874.66	1065.05
ENSG00000064545.14|TMEM161A	309	276	295	285
ENSG00000064547.14|LPAR2	483	592	384	462
ENSG00000064601.18|CTSA	2222.11	2373.81	2145.4	2148.38
ENSG00000064607.17|SUGP2	8781	9388	7563	8748
ENSG00000064651.14|SLC12A2	1297	1388	979	1228
ENSG00000064652.11|SNX24	466	404	440	437
ENSG00000064655.19|EYA2	171	162	147	134
ENSG00000064666.15|CNN2	2144.62	2148.62	1796.12	1914.22
ENSG00000064687.12|ABCA7	506	573	437	465
ENSG00000064692.19|SNCAIP	1122	1177	688	863
ENSG00000064703.12|DDX20	1046.87	996.28	850.89	1016
ENSG00000064726.9|BTBD1	2247	2351	1849	2314
ENSG00000064763.11|FAR2	17	25	15	16
ENSG00000064787.13|BCAS1	15.41	21.21	11.59	10.38
ENSG00000064932.16|SBNO2	719	762	634	677
ENSG00000064933.17|PMS1	754	657	603	753
ENSG00000064961.19|HMG20B	1897	1860.76	1513	1480
ENSG00000064989.13|CALCRL	191	184	127	158
ENSG00000064995.17|TAF11	427	477	418	444
ENSG00000064999.15|ANKS1A	653	571	530	500
ENSG00000065000.17|AP3D1	7370	7541	6281	6133
ENSG00000065029.15|ZNF76	602	616	478	498
ENSG00000065054.14|SLC9A3R2	151	151	134	129
ENSG00000065057.8|NTHL1	152	158	133	155
ENSG00000065060.17|UHRF1BP1	755	728	662	731
ENSG00000065135.11|GNAI3	1020	1119	1116	1153
ENSG00000065150.19|IPO5	3199	3286	3000	3197
ENSG00000065154.11|OAT	722	779	648	768
ENSG00000065183.16|WDR3	2163	2001	1873	1957
ENSG00000065243.20|PKN2	1206	1167	1033	1151
ENSG00000065268.10|WDR18	655	597	591	519
ENSG00000065308.5|TRAM2	3237.96	2803	3408	3161
ENSG00000065320.9|NTN1	911	930	817	849
ENSG00000065328.16|MCM10	2067	2688	1741	2649
ENSG00000065357.20|DGKA	380	371	369	434
ENSG00000065361.15|ERBB3	574	610	595	712
ENSG00000065413.20|ANKRD44	464	446	342	407
ENSG00000065427.14|KARS	2594.53	2681	2501	2471.76
ENSG00000065457.10|ADAT1	704	672	512	700
ENSG00000065485.20|PDIA5	169	208	227	230
ENSG00000065491.8|TBC1D22B	249.36	256.78	206	229.54
ENSG00000065518.8|NDUFB4	1246	1177	1001	1010
ENSG00000065526.11|SPEN	2126	2076	1763	2008
ENSG00000065534.18|MYLK	314	291	277	256
ENSG00000065548.18|ZC3H15	1627	1612	1598	1603
ENSG00000065559.15|MAP2K4	690.99	605.96	601	566
ENSG00000065600.12|TMEM206	428	333	419	383
ENSG00000065613.14|SLK	919	1105	879	977
ENSG00000065615.14|CYB5R4	324	280	268	276
ENSG00000065665.21|SEC61A2	462.75	438.72	347.03	402.43
ENSG00000065675.14|PRKCQ	214	197	192	188
ENSG00000065717.15|TLE2	1068	1204	980	1077
ENSG00000065802.12|ASB1	993	906	860	873
ENSG00000065809.13|FAM107B	708	728	676	859
ENSG00000065882.16|TBC1D1	998	1078	822	968
ENSG00000065883.16|CDK13	1400	1273	1185	1323
ENSG00000065911.12|MTHFD2	1095.63	1190.17	980.85	1258.28
ENSG00000065923.10|SLC9A7	764	741	715	684
ENSG00000065970.9|FOXJ2	670	881	675	838
ENSG00000065978.19|YBX1	11464.84	12436.51	10015.31	10800.72
ENSG00000065989.16|AC011529.1	392	518	278	393
ENSG00000066027.12|PPP2R5A	964	942	924	969
ENSG00000066044.15|ELAVL1	3124	2998.69	2579.23	2769.46
ENSG00000066084.13|DIP2B	2399	2085	1901	1854
ENSG00000066117.14|SMARCD1	3964	3820	3395	3545
ENSG00000066135.13|KDM4A	1823	1781.1	1597.91	1619
ENSG00000066136.20|NFYC	649.88	627.96	532.66	563.64
ENSG00000066230.11|SLC9A3	127	85.81	109.29	90.55
ENSG00000066248.15|NGEF	378	393	435	444
ENSG00000066279.18|ASPM	5177	5437	4139	5219
ENSG00000066322.15|ELOVL1	539	509	546	529
ENSG00000066379.15|ZNRD1	235.83	220.49	273.26	254.47
ENSG00000066382.16|MPPED2	286	283.89	191	221
ENSG00000066422.4|ZBTB11	711.03	730.13	717.67	768.05
ENSG00000066427.22|ATXN3	242	211	172	218
ENSG00000066455.13|GOLGA5	800	729	695	769
ENSG00000066468.22|FGFR2	930	939	794	813
ENSG00000066557.6|LRRC40	412	419	316	421
ENSG00000066583.12|ISOC1	182	151	148	178
ENSG00000066629.17|EML1	883	1011	778	1054
ENSG00000066651.20|TRMT11	203	192	159	206
ENSG00000066654.14|THUMPD1	781	696	653	674
ENSG00000066697.14|MSANTD3	426	511	369	510
ENSG00000066735.14|KIF26A	290	378	202	239
ENSG00000066739.12|ATG2B	698	637	610	637
ENSG00000066777.9|ARFGEF1	1346	1286.14	1298.25	1295
ENSG00000066827.16|ZFAT	195.8	163	168	168
ENSG00000066855.16|MTFR1	471	415.29	395.06	378
ENSG00000066923.17|STAG3	296.68	289.35	271.04	218.35
ENSG00000066926.11|FECH	729	725	666	669
ENSG00000066933.16|MYO9A	1104.34	946	960	943
ENSG00000067057.17|PFKP	2077	2326	1959.97	2148
ENSG00000067064.11|IDI1	2104.21	2022	2196.62	2158.14
ENSG00000067066.17|SP100	178	197.02	162.95	176.85
ENSG00000067082.15|KLF6	1946	1588	2193	1957
ENSG00000067113.17|PLPP1	105.23	142.96	119.53	132.33
ENSG00000067141.17|NEO1	1554	1419	1321	1248
ENSG00000067167.8|TRAM1	1876	1935	1890	1994
ENSG00000067177.15|PHKA1	522.85	527.47	405	434.13
ENSG00000067182.7|TNFRSF1A	770	798	845	916
ENSG00000067191.16|CACNB1	388.94	430	326	403
ENSG00000067208.14|EVI5	454	310	356	301
ENSG00000067221.14|STOML1	406	304	369	339
ENSG00000067225.18|PKM	26296	28038	23085	26331
ENSG00000067248.10|DHX29	1564	1537	1430	1592
ENSG00000067334.14|DNTTIP2	1066	1053	903	971
ENSG00000067365.14|METTL22	256	215	250	237
ENSG00000067369.13|TP53BP1	4521.45	4598.28	3731.28	4351.26
ENSG00000067445.20|TRO	3386.58	3237	3083	3272
ENSG00000067533.6|RRP15	747	696	635	656
ENSG00000067560.11|RHOA	4412	4167	4090	4302
ENSG00000067596.11|DHX8	1878	1792	1528	1662
ENSG00000067601.8|PMS2P4	29.65	38.28	25.31	21.15
ENSG00000067606.17|PRKCZ	26.34	23.91	17.89	26.86
ENSG00000067704.10|IARS2	2288	2295	2060	2153
ENSG00000067829.19|IDH3G	548.61	520.89	535.98	531.56
ENSG00000067836.12|ROGDI	274.99	287	232.42	261.06
ENSG00000067840.12|PDZD4	690	698	551	631
ENSG00000067900.8|ROCK1	1860.6	1721.09	1651.32	1739.35
ENSG00000067955.14|CBFB	1460	1595	1395	1612
ENSG00000067992.14|PDK3	479	480	426	545
ENSG00000068001.14|HYAL2	573	596	491	498
ENSG00000068024.16|HDAC4	335	310	324	279
ENSG00000068028.17|RASSF1	307.73	313	325.17	333.73
ENSG00000068078.18|FGFR3	184	206	205	237
ENSG00000068079.7|IFI35	149	166	126	182
ENSG00000068097.14|HEATR6	966	887	786	895
ENSG00000068120.15|COASY	1156.96	1209	1062	1224
ENSG00000068137.15|PLEKHH3	483	619	494	523
ENSG00000068305.17|MEF2A	1858	1751	1591	1716
ENSG00000068308.13|OTUD5	1427	1514	1405	1535
ENSG00000068323.17|TFE3	1392	1344	1282	1364
ENSG00000068354.16|TBC1D25	456.8	445	369	437.94
ENSG00000068366.19|ACSL4	255	294	257	317
ENSG00000068383.19|INPP5A	292.72	294.63	218	267.67
ENSG00000068394.11|GPKOW	724	656	663	717
ENSG00000068400.13|GRIPAP1	2092	2191	1781	2192
ENSG00000068438.15|FTSJ1	894	968	817	999
ENSG00000068489.12|PRR11	1537.75	1757.89	1308.92	1464.88
ENSG00000068615.18|REEP1	557	619	483	621
ENSG00000068650.18|ATP11A	676	600	653	590
ENSG00000068654.16|POLR1A	2515	2326	1917	1940
ENSG00000068697.7|LAPTM4A	2940	3157	2907	2944
ENSG00000068724.16|TTC7A	241	231.7	204	202
ENSG00000068745.15|IP6K2	1351	1443	1144	1402
ENSG00000068784.13|SRBD1	691	696	584	649
ENSG00000068796.16|KIF2A	1866	1822	1725	1791
ENSG00000068831.19|RASGRP2	85	91	75	76
ENSG00000068878.15|PSME4	2493	2231.89	2184	2269.97
ENSG00000068885.15|IFT80	1085.89	1104	1023.28	1073.24
ENSG00000068903.20|SIRT2	1093	1177	985	1045
ENSG00000068912.14|ERLEC1	1214	1280	1159	1338
ENSG00000068971.14|PPP2R5B	526	479	564	495
ENSG00000068976.14|PYGM	22	11	10	16
ENSG00000069011.16|PITX1	70	118	91	74
ENSG00000069020.18|MAST4	123	102	97	96
ENSG00000069248.12|NUP133	1539	1590	1424	1535
ENSG00000069275.13|NUCKS1	11551	11706.97	8688.95	10128
ENSG00000069329.17|VPS35	2805	3006	2719	3029
ENSG00000069345.12|DNAJA2	1693	1601	1500	1626
ENSG00000069399.15|BCL3	159	145	144	137
ENSG00000069424.14|KCNAB2	36	25	39	23
ENSG00000069493.15|CLEC2D	89.05	81.81	62.82	94.36
ENSG00000069509.6|FUNDC1	479	422	475	470
ENSG00000069667.16|RORA	747	743	785	862
ENSG00000069702.11|TGFBR3	291	266	263	227
ENSG00000069849.11|ATP1B3	2012	2222	2032	2271
ENSG00000069869.16|NEDD4	741	719	687	802
ENSG00000069943.10|PIGB	34.22	28.15	28.13	54.12
ENSG00000069956.12|MAPK6	2202	2130	1807	1949
ENSG00000069966.18|GNB5	632	720	587.45	740
ENSG00000069974.16|RAB27A	96.37	113.76	82	135.23
ENSG00000069998.12|HDHD5	771	761	639	750
ENSG00000070010.19|UFD1	1604.83	1894.5	1497	1961.67
ENSG00000070018.9|LRP6	2146	1860	1811	1995
ENSG00000070047.12|PHRF1	1468	1622	1288	1253
ENSG00000070061.15|ELP1	1719	1619	1569	1720
ENSG00000070081.16|NUCB2	994	1277	847.82	1211
ENSG00000070087.14|PFN2	4708	4612	4045	3883
ENSG00000070159.14|PTPN3	814	868	695	781
ENSG00000070182.20|SPTB	50.22	38	21	27
ENSG00000070214.16|SLC44A1	2189	2473	1743	2118
ENSG00000070269.14|TMEM260	423	354	390	378
ENSG00000070366.14|SMG6	1205.09	1266.28	1068.05	1118.22
ENSG00000070367.16|EXOC5	2161	2108.98	1856.98	2188.99
ENSG00000070371.16|CLTCL1	273	274	207	268
ENSG00000070404.10|FSTL3	218	270	154	228
ENSG00000070413.20|DGCR2	1870	1766	1653	1611
ENSG00000070423.18|RNF126	508	510	417	399
ENSG00000070444.15|MNT	825.31	833.33	737.8	739.55
ENSG00000070476.15|ZXDC	751	750	662	777
ENSG00000070495.14|JMJD6	518	462	552	539
ENSG00000070501.12|POLB	227	208	189	215
ENSG00000070540.13|WIPI1	246.66	233.84	221.78	236.72
ENSG00000070601.10|FRMPD1	41	30	23	34
ENSG00000070610.14|GBA2	3350.06	3190.51	2954.01	3054
ENSG00000070614.15|NDST1	1905	1828	1544	1567
ENSG00000070669.17|ASNS	784.5	790.75	861.35	813.6
ENSG00000070718.12|AP3M2	503	575	433	562
ENSG00000070731.10|ST6GALNAC2	9.74	15.16	5.39	10.77
ENSG00000070756.16|PABPC1	10754	11087	8971	9795
ENSG00000070759.17|TESK2	42	48	42	46
ENSG00000070761.8|CFAP20	630	680	535	653
ENSG00000070770.9|CSNK2A2	1735	1626	1382	1511
ENSG00000070778.13|AL162171.1	660.76	567	574.98	595.93
ENSG00000070785.16|EIF2B3	387	455	383	345
ENSG00000070814.19|TCOF1	1146	1187	946	1160.96
ENSG00000070831.16|CDC42	5855.89	5627.86	5327.89	5530.81
ENSG00000070882.13|OSBPL3	1160	1099	1044	1102
ENSG00000070950.10|RAD18	756	878	607	864
ENSG00000070961.15|ATP2B1	3093	2626	2476	2498
ENSG00000071051.14|NCK2	1125.39	963.39	935.73	791.82
ENSG00000071054.16|MAP4K4	9610	8697	8106	7943
ENSG00000071073.13|MGAT4A	1557	1221	1236	1266
ENSG00000071082.11|RPL31	5134	5116.99	4560	4495
ENSG00000071127.17|WDR1	5509	5310	5036	5299
ENSG00000071189.21|SNX13	1410	1220	1208	1212
ENSG00000071205.11|ARHGAP10	106	95	65	65
ENSG00000071242.12|RPS6KA2	2155	1461	2345	1734
ENSG00000071243.16|ING3	332	343	289	291
ENSG00000071246.11|VASH1	7429.76	7313.56	6276.93	7398.31
ENSG00000071282.12|LMCD1	90	90	90	92
ENSG00000071462.11|BUD23	2153	2057	1984	2049
ENSG00000071537.14|SEL1L	2704	2224	2294	2175
ENSG00000071539.14|TRIP13	1056	1364	1079	1292
ENSG00000071553.17|ATP6AP1	4562	4552	4573	4336
ENSG00000071564.15|TCF3	6847	7479	5754	6122
ENSG00000071575.11|TRIB2	15306	14151	14042	14636
ENSG00000071626.16|DAZAP1	1989	2122	1790	1764
ENSG00000071655.18|MBD3	2775.4	2956.69	2397.06	2324.37
ENSG00000071794.16|HLTF	1402	1363	1024	1234
ENSG00000071859.15|FAM50A	2761	2794	2462	2846
ENSG00000071889.16|FAM3A	572	583	509	500
ENSG00000071894.17|CPSF1	3504	3891	3135	3518
ENSG00000071909.18|MYO3B	37	21	26	43
ENSG00000071967.12|CYBRD1	1604	1627	1440	1690
ENSG00000071994.10|PDCD2	570	526	509	523
ENSG00000072042.13|RDH11	1664.16	1778	1594	1751
ENSG00000072062.13|PRKACA	2019	2315	1685	2077
ENSG00000072071.16|ADGRL1	1451.57	1361.44	1041.33	1126.29
ENSG00000072110.13|ACTN1	2826.77	3113	2615.58	3039.69
ENSG00000072121.16|ZFYVE26	1052	921.92	830	966.02
ENSG00000072134.15|EPN2	2730.52	2286	2143	1995.15
ENSG00000072135.13|PTPN18	620	684	655	651
ENSG00000072182.12|ASIC4	78	93	84	97
ENSG00000072195.15|SPEG	1093	1061.52	961.19	1015.37
ENSG00000072201.13|LNX1	116.2	215.76	152.05	186.03
ENSG00000072210.18|ALDH3A2	3008	3086	2939	3289
ENSG00000072274.13|TFRC	3748	3347	3109	3303
ENSG00000072310.16|SREBF1	660.14	753.44	665.55	650.27
ENSG00000072364.13|AFF4	2627	2365	2113	2325
ENSG00000072401.15|UBE2D1	412	397	380	392
ENSG00000072415.8|MPP5	649	584	480	509
ENSG00000072422.17|RHOBTB1	799	818	752	886
ENSG00000072501.17|SMC1A	7473	8577	6049	7836
ENSG00000072506.12|HSD17B10	1847	2010	1691	1864
ENSG00000072518.20|MARK2	1198	1340	1109	1195
ENSG00000072571.20|HMMR	733	773	514	672
ENSG00000072609.17|CHFR	571	498	646	522
ENSG00000072682.18|P4HA2	34	44	40	27
ENSG00000072736.19|NFATC3	859.05	781.46	635.8	862.6
ENSG00000072756.17|TRNT1	345.6	361.82	305.67	358.27
ENSG00000072778.20|ACADVL	3243	3590	2947	3194
ENSG00000072786.13|STK10	406	385	348	357
ENSG00000072803.17|FBXW11	1110	1040	973	919
ENSG00000072818.12|ACAP1	23	22	14	17
ENSG00000072832.14|CRMP1	6783.01	6750.02	6617.04	6734.01
ENSG00000072840.13|EVC	1270.99	1130.98	1137.96	1244.99
ENSG00000072849.11|DERL2	675.34	645.35	614.4	692.47
ENSG00000072858.10|SIDT1	16	21	15	16
ENSG00000072864.15|NDE1	1183.9	1219.88	961	1085.88
ENSG00000072952.18|MRVI1	64	53	47	48
ENSG00000072954.7|TMEM38A	185	218	151	159
ENSG00000072958.8|AP1M1	1683	1804	1564	1510
ENSG00000073008.15|PVR	877.66	900.75	991.27	1009.35
ENSG00000073050.11|XRCC1	881.81	1076	773	1022
ENSG00000073060.16|SCARB1	521	611	403	518
ENSG00000073111.14|MCM2	2560.33	2859.14	1936.43	2379.99
ENSG00000073150.13|PANX2	64	44	31	48
ENSG00000073169.14|SELENOO	264.01	269.88	232.96	202.15
ENSG00000073417.15|PDE8A	670	747	594	669
ENSG00000073464.12|CLCN4	489	433	348	384
ENSG00000073536.18|NLE1	372.94	372.96	277.74	306.83
