LMP_602_R1B1	LMP.Olap_602_R1B1	LMP_602_R2B2	LMP.Olap_602_R2B2
ENSG00000047648.22|ARHGAP6	189	275	291	202
ENSG00000047849.21|MAP4	3601	3961	3990	3824
ENSG00000047932.14|GOPC	634	585	683	754.99
ENSG00000048028.11|USP28	609	765	682	672
ENSG00000048052.21|HDAC9	1358	1616	1840	1911
ENSG00000048140.18|TSPAN17	948	1018	979	995
ENSG00000048162.20|NOP16	323.91	333.43	381.71	340.93
ENSG00000048342.16|CC2D2A	513	467	523	459
ENSG00000048392.11|RRM2B	780	798	781	824
ENSG00000048405.10|ZNF800	261	297	312	285
ENSG00000048471.14|SNX29	203	237	233	193
ENSG00000048544.6|MRPS10	1056	1090	1138	1169
ENSG00000048649.13|RSF1	1719.53	1936.42	1920.36	1836.56
ENSG00000048707.15|VPS13D	548	538	654	547
ENSG00000048740.18|CELF2	2098	2156	2324	2113
ENSG00000048828.17|FAM120A	3101.52	3332.04	3437.71	3284.04
ENSG00000048991.16|R3HDM1	1385	1515	1506	1366
ENSG00000049089.15|COL9A2	510	455	455	401
ENSG00000049167.14|ERCC8	349.71	385.38	327.38	336.54
ENSG00000049192.15|ADAMTS6	111	103	109	85
ENSG00000049239.12|H6PD	882	896	867	829
ENSG00000049245.13|VAMP3	246	304	274	289
ENSG00000049246.14|PER3	958.92	1127.88	909	996.86
ENSG00000049323.16|LTBP1	566	634	491	499.98
ENSG00000049449.9|RCN1	2475.73	2595.06	2730.97	2754.1
ENSG00000049540.17|ELN	875	1190	796	860
ENSG00000049541.11|RFC2	1366	1792	1512	1769
ENSG00000049618.23|ARID1B	736.77	838.63	818.73	759.41
ENSG00000049656.14|CLPTM1L	1393	1507	1591	1442
ENSG00000049759.18|NEDD4L	1463	1502	1339	1290
ENSG00000049768.15|FOXP3	22	17	24	22
ENSG00000049769.13|PPP1R3F	118.92	149	168.73	146.77
ENSG00000049860.14|HEXB	2097.72	2608.48	2225.98	2355.14
ENSG00000049883.15|PTCD2	431	476	507	527.98
ENSG00000050030.15|NEXMIF	10	25	5	11
ENSG00000050130.18|JKAMP	990	1091	1136	1067
ENSG00000050165.17|DKK3	5943	6463	6705	6437
ENSG00000050344.9|NFE2L3	464	494	424	418
ENSG00000050393.11|MCUR1	1119	1349	1213	1244
ENSG00000050405.13|LIMA1	3554	3803	4016	3996
ENSG00000050426.16|LETMD1	352	455	373	393
ENSG00000050438.17|SLC4A8	350	402	367	272
ENSG00000050555.18|LAMC3	13	16	6	7
ENSG00000050748.17|MAPK9	400	406	377	386
ENSG00000050820.17|BCAR1	998.1	1118.58	1104	961.32
ENSG00000051009.10|FAM160A2	488	477	507	458
ENSG00000051108.15|HERPUD1	583	579	572	616
ENSG00000051128.19|HOMER3	876.96	948.7	886.71	659.56
ENSG00000051180.17|RAD51	668	873	720	877
ENSG00000051341.14|POLQ	869	1200	1005	1246
ENSG00000051382.8|PIK3CB	327	394	417	358
ENSG00000051596.9|THOC3	400.1	401.63	405.42	454.45
ENSG00000051620.11|HEBP2	166	151	190	197
ENSG00000051825.14|MPHOSPH9	541.28	677.52	609	586.65
ENSG00000052126.14|PLEKHA5	48	54	52	38
ENSG00000052723.11|SIKE1	1193	1383	1199	1317
ENSG00000052749.13|RRP12	586.34	599	681	572
ENSG00000052795.13|FNIP2	389	491	411	455
ENSG00000052802.13|MSMO1	853	940	1058	1011
ENSG00000052841.15|TTC17	1757	1857	1899	1813
ENSG00000053254.15|FOXN3	517.06	671.31	437.48	530.5
ENSG00000053371.12|AKR7A2	628	838.95	675	724
ENSG00000053372.5|MRTO4	1133	1267	1168	1142
ENSG00000053438.10|NNAT	22	14	11	10
ENSG00000053501.13|USE1	372	459	465	464
ENSG00000053524.12|MCF2L2	44	74	52.15	69.48
ENSG00000053702.15|NRIP2	32	50.37	40	34
ENSG00000053747.16|LAMA3	11	19	9	15
ENSG00000053770.12|AP5M1	730	771	822	805
ENSG00000053900.10|ANAPC4	525	578	588	587
ENSG00000053918.16|KCNQ1	11	11	15	7
ENSG00000054116.12|TRAPPC3	538	604	547	553
ENSG00000054118.15|THRAP3	3410.92	3759.84	3661.86	3620.77
ENSG00000054148.17|PHPT1	744	770.88	785	698
ENSG00000054179.12|ENTPD2	23	27	29	11
ENSG00000054267.22|ARID4B	1301.99	1277.06	1322.81	1293.82
ENSG00000054277.14|OPN3	107.18	87.54	159.15	132.56
ENSG00000054282.16|SDCCAG8	348.45	386.88	355.57	381.33
ENSG00000054356.14|PTPRN	21	31	40	25
ENSG00000054392.13|HHAT	116	136	126	133
ENSG00000054523.17|KIF1B	3159.97	3287.28	3197.56	3161.39
ENSG00000054598.8|FOXC1	232	297	294	300
ENSG00000054611.14|TBC1D22A	168	184	156	154
ENSG00000054654.16|SYNE2	1781	2056	2058	2118
ENSG00000054690.13|PLEKHH1	327.72	335.61	339.03	294.84
ENSG00000054793.13|ATP9A	1886	1900	2026	1927
ENSG00000054965.10|FAM168A	3273	3475	3324	2997
ENSG00000054967.13|RELT	349	408.21	393	468.37
ENSG00000054983.17|GALC	195	209	166	169
ENSG00000055044.11|NOP58	1581.28	1582.66	1413.51	1532.62
ENSG00000055070.17|SZRD1	2563.73	2639.58	2656.92	2386
ENSG00000055118.14|KCNH2	319	370	321	318
ENSG00000055130.16|CUL1	1002.15	1043	1022	1065
ENSG00000055147.19|FAM114A2	254	297	280	289
ENSG00000055163.20|CYFIP2	588	617	508	496
ENSG00000055208.19|TAB2	899	950	988	977
ENSG00000055211.14|GINM1	363	353	350	375
ENSG00000055332.18|EIF2AK2	2030.98	2385.92	2284.93	2156
ENSG00000055483.19|USP36	987	1016	1057	982
ENSG00000055609.18|KMT2C	775	799	873	770
ENSG00000055917.15|PUM2	2749	2892	2799	2749
ENSG00000055950.16|MRPL43	373.89	389.37	334.17	334.04
ENSG00000055955.16|ITIH4	33.58	22.67	21.3	12.52
ENSG00000056050.7|HPF1	477	511	540	541
ENSG00000056097.16|ZFR	3667	3845	4064	3692
ENSG00000056277.16|ZNF280C	116	172	152	154
ENSG00000056487.16|PHF21B	296	331	342	314
ENSG00000056558.11|TRAF1	17	30	19	13
ENSG00000056586.16|RC3H2	1641	1765	1781	1933
ENSG00000056736.10|IL17RB	72	109	70	92
ENSG00000056972.19|TRAF3IP2	403	563.24	492	510
ENSG00000056998.20|GYG2	291	332	286	275
ENSG00000057019.16|DCBLD2	936	1001	849	881
ENSG00000057252.13|SOAT1	843	978	936	929
ENSG00000057608.17|GDI2	4469.95	4968.64	4695.39	4559
ENSG00000057663.16|ATG5	215	239	277	289
ENSG00000057704.13|TMCC3	334	311	348	327
ENSG00000057757.10|PITHD1	871	1052	898	1020
ENSG00000057935.13|MTA3	1030	1260	1122	1092
ENSG00000058056.9|USP13	736	869	794	835
ENSG00000058063.16|ATP11B	1513.38	1606.66	1570.59	1621.82
ENSG00000058085.14|LAMC2	51	57	56	80
ENSG00000058091.17|CDK14	749	867	844	805
ENSG00000058262.10|SEC61A1	6053.57	6579.16	7167.59	6874.01
ENSG00000058272.19|PPP1R12A	909.23	961.57	1001.92	908.58
ENSG00000058404.20|CAMK2B	167	196	135	152
ENSG00000058453.17|CROCC	271.53	360.84	319.4	257
ENSG00000058600.16|POLR3E	622	681	647	634
ENSG00000058668.14|ATP2B4	621	684	645	617
ENSG00000058673.16|ZC3H11A	3500.58	3645.01	3585.62	3815.32
ENSG00000058729.11|RIOK2	690	784	760	751
ENSG00000058799.15|YIPF1	130	119	115	109
ENSG00000058804.12|NDC1	912	1164	898	917
ENSG00000058866.15|DGKG	120	144	162	174
ENSG00000059122.16|FLYWCH1	392	412	397	404
ENSG00000059145.18|UNKL	94.2	122.15	93.81	61.72
ENSG00000059378.12|PARP12	125	125	152	128
ENSG00000059573.9|ALDH18A1	1379	1540	1496	1424
ENSG00000059588.10|TARBP1	537	522	476	426
ENSG00000059691.12|GATB	508.2	498.25	501.71	481.19
ENSG00000059728.11|MXD1	395	411.17	387.16	364
ENSG00000059758.8|CDK17	335	331	362	324
ENSG00000059769.20|DNAJC25	115	139	143	131.88
ENSG00000059804.16|SLC2A3	202.83	197.93	232.74	226
ENSG00000059915.17|PSD	89.6	104.22	97.6	82.2
ENSG00000060069.16|CTDP1	313	328	326	301
ENSG00000060138.13|YBX3	660	757	696	738
ENSG00000060237.17|WNK1	4529	4704	4598	4293
ENSG00000060339.14|CCAR1	2262	2344	2661	2629
ENSG00000060491.16|OGFR	1009	1067	1049	920
ENSG00000060642.10|PIGV	158	176	137	132
ENSG00000060656.20|PTPRU	31	42	26	16
ENSG00000060688.13|SNRNP40	400	456	441	464
ENSG00000060709.15|RIMBP2	437.99	395	354	371.92
ENSG00000060749.15|QSER1	2243	2616	2381	2492
ENSG00000060762.19|MPC1	690	642	770	834
ENSG00000060971.18|ACAA1	478	479.92	559.9	524.22
ENSG00000060982.15|BCAT1	536	486	591	562
ENSG00000061273.18|HDAC7	1006.23	983.59	1141.81	1016.78
ENSG00000061337.15|LZTS1	733	905	732	768
ENSG00000061455.11|PRDM6	13	14	16	15
ENSG00000061656.9|SPAG4	22	24	29	29
ENSG00000061676.15|NCKAP1	4432	4802	5033	4710
ENSG00000061794.13|MRPS35	534	566	547	593
ENSG00000061918.13|GUCY1B1	106	125	103	114
ENSG00000061936.9|SFSWAP	921	994	995	883
ENSG00000061938.18|TNK2	1499	1576.89	1598.97	1412
ENSG00000061987.16|MON2	748	783	830	828
ENSG00000062194.16|GPBP1	4084	4386	4117	4385
ENSG00000062282.15|DGAT2	73	81	75	45
ENSG00000062370.16|ZNF112	297	324	333	322
ENSG00000062485.19|CS	3286.79	3710.95	3504.09	3465.33
ENSG00000062524.16|LTK	21	27	24	24
ENSG00000062582.14|MRPS24	479.71	599	539.36	465.45
ENSG00000062598.18|ELMO2	1670	1777.92	1927	1819.99
ENSG00000062650.19|WAPL	1204	1271	1178	1271
ENSG00000062716.13|VMP1	1408	1507	1580	1657
ENSG00000062725.10|APPBP2	1541	1734	1724	1757
ENSG00000062822.13|POLD1	709	878	767	782.16
ENSG00000063015.19|SEZ6	69	93	48	61
ENSG00000063046.17|EIF4B	4853.84	5528.14	5010.54	4453.43
ENSG00000063127.15|SLC6A16	27	41	43	31
ENSG00000063169.10|BICRA	209	269	265	225
ENSG00000063176.15|SPHK2	400.4	529.78	499.77	408.76
ENSG00000063177.13|RPL18	2941	3141	2736	2481
ENSG00000063180.9|CA11	160	182	162	126
ENSG00000063241.8|ISOC2	142	171	129	125
ENSG00000063244.12|U2AF2	4324	4935	4866	4500
ENSG00000063245.14|EPN1	1387.42	1584	1486.92	1306
ENSG00000063322.14|MED29	1442	1592	1607	1436
ENSG00000063438.17|AHRR	62.13	62	111.79	104.06
ENSG00000063587.14|ZNF275	341	384	426	346
ENSG00000063601.17|MTMR1	607	604	639	641
ENSG00000063660.9|GPC1	4897	5540	6001	5202
ENSG00000063761.16|ADCK1	163	164	163	118
ENSG00000063854.13|HAGH	373	432.02	422.03	393
ENSG00000063978.16|RNF4	1995.31	2063.71	2275.05	2087
ENSG00000064012.21|CASP8	394	438	468	448
ENSG00000064042.18|LIMCH1	1047	1057	1161	1079
ENSG00000064102.15|INTS13	472	532	493	540
ENSG00000064115.11|TM7SF3	824.68	938.03	815.41	889.09
ENSG00000064199.6|SPA17	351	378.77	343.83	305.93
ENSG00000064225.12|ST3GAL6	265.24	287	266	213
ENSG00000064270.12|ATP2C2	5.17	13.24	6.21	12.71
ENSG00000064300.9|NGFR	124	82.92	101	95
ENSG00000064309.14|CDON	123	114	110	112
ENSG00000064313.12|TAF2	881	1027	1010	1097
ENSG00000064393.16|HIPK2	648	691	704	661
ENSG00000064419.13|TNPO3	1341	1528	1609	1484
ENSG00000064489.22|BORCS8-MEF2B	76.64	63.63	95.14	69.78
ENSG00000064490.14|RFXANK	998.2	1035.95	1188.78	1065.05
ENSG00000064545.14|TMEM161A	258	276	300	285
ENSG00000064547.14|LPAR2	550	592	488	462
ENSG00000064601.18|CTSA	2085.14	2373.81	2318.28	2148.38
ENSG00000064607.17|SUGP2	8376	9388	8722	8748
ENSG00000064651.14|SLC12A2	1170	1388	1164	1228
ENSG00000064652.11|SNX24	371	404	423	437
ENSG00000064655.19|EYA2	102	162	132	134
ENSG00000064666.15|CNN2	1882.34	2148.62	1956.05	1914.22
ENSG00000064687.12|ABCA7	590	573	568	465
ENSG00000064692.19|SNCAIP	994	1177	928	863
ENSG00000064703.12|DDX20	898.29	996.28	1002.68	1016
ENSG00000064726.9|BTBD1	2173	2351	2251	2314
ENSG00000064763.11|FAR2	20	25	20	16
ENSG00000064787.13|BCAS1	7.35	21.21	17.35	10.38
ENSG00000064932.16|SBNO2	706	762	802	677
ENSG00000064933.17|PMS1	648	657	678	753
ENSG00000064961.19|HMG20B	1690	1860.76	1805.93	1480
ENSG00000064989.13|CALCRL	182	184	141	158
ENSG00000064995.17|TAF11	366	477	460	444
ENSG00000064999.15|ANKS1A	536	571	598	500
ENSG00000065000.17|AP3D1	6866	7541	6982	6133
ENSG00000065029.15|ZNF76	566	616	546	498
ENSG00000065054.14|SLC9A3R2	145	151	137	129
ENSG00000065057.8|NTHL1	136	158	180	155
ENSG00000065060.17|UHRF1BP1	678	728	763	731
ENSG00000065135.11|GNAI3	952.92	1119	1004	1153
ENSG00000065150.19|IPO5	2948	3286	3191	3197
ENSG00000065154.11|OAT	660	779	757	768
ENSG00000065183.16|WDR3	1783	2001	2121	1957
ENSG00000065243.20|PKN2	1009	1167	1181	1151
ENSG00000065268.10|WDR18	611	597	583	519
ENSG00000065308.5|TRAM2	2669.99	2803	3484	3161
ENSG00000065320.9|NTN1	804	930	883	849
ENSG00000065328.16|MCM10	2035	2688	2284	2649
ENSG00000065357.20|DGKA	317	371	440	434
ENSG00000065361.15|ERBB3	556	610	768	712
ENSG00000065413.20|ANKRD44	336	446	339	407
ENSG00000065427.14|KARS	2398	2681	2587	2471.76
ENSG00000065457.10|ADAT1	618	672	670	700
ENSG00000065485.20|PDIA5	215	208	226	230
ENSG00000065491.8|TBC1D22B	224.95	256.78	219.97	229.54
ENSG00000065518.8|NDUFB4	998	1177	1176.99	1010
ENSG00000065526.11|SPEN	1976	2076	2095	2008
ENSG00000065534.18|MYLK	239	291	257	256
ENSG00000065548.18|ZC3H15	1501	1612	1641	1603
ENSG00000065559.15|MAP2K4	565	605.96	639.96	566
ENSG00000065600.12|TMEM206	399	333	436	383
ENSG00000065613.14|SLK	943	1105	1043	977
ENSG00000065615.14|CYB5R4	251	280	269	276
ENSG00000065665.21|SEC61A2	406.45	438.72	383.05	402.43
ENSG00000065675.14|PRKCQ	162	197	187	188
ENSG00000065717.15|TLE2	1061	1204	1206	1077
ENSG00000065802.12|ASB1	792	906	870	873
ENSG00000065809.13|FAM107B	661	728	759	859
ENSG00000065882.16|TBC1D1	901	1078	911	968
ENSG00000065883.16|CDK13	1250	1273	1323	1323
ENSG00000065911.12|MTHFD2	1032.86	1190.17	1145.14	1258.28
ENSG00000065923.10|SLC9A7	626	741	709	684
ENSG00000065970.9|FOXJ2	709	881	773	838
ENSG00000065978.19|YBX1	10415.28	12436.51	11527.98	10800.72
ENSG00000065989.16|AC011529.1	409	518	357	393
ENSG00000066027.12|PPP2R5A	813	942	890	969
ENSG00000066044.15|ELAVL1	2743.73	2998.69	2929	2769.46
ENSG00000066084.13|DIP2B	2030	2085	1922	1854
ENSG00000066117.14|SMARCD1	3514	3820	3803	3545
ENSG00000066135.13|KDM4A	1674.8	1781.1	1861.57	1619
ENSG00000066136.20|NFYC	564.86	627.96	577	563.64
ENSG00000066230.11|SLC9A3	99.04	85.81	94.97	90.55
ENSG00000066248.15|NGEF	337	393	413	444
ENSG00000066279.18|ASPM	5042	5437	5062	5219
ENSG00000066322.15|ELOVL1	505	509	595	529
ENSG00000066379.15|ZNRD1	230.75	220.49	280.65	254.47
ENSG00000066382.16|MPPED2	238	283.89	216	221
ENSG00000066422.4|ZBTB11	639.46	730.13	737.57	768.05
ENSG00000066427.22|ATXN3	243	211	220	218
ENSG00000066455.13|GOLGA5	735	729	765	769
ENSG00000066468.22|FGFR2	889	939	832	813
ENSG00000066557.6|LRRC40	360	419	379	421
ENSG00000066583.12|ISOC1	140	151	155	178
ENSG00000066629.17|EML1	795	1011	952	1054
ENSG00000066651.20|TRMT11	149	192	190	206
ENSG00000066654.14|THUMPD1	642	696	702	674
ENSG00000066697.14|MSANTD3	469	511	486	510
ENSG00000066735.14|KIF26A	270	378	308	239
ENSG00000066739.12|ATG2B	615	637	646	637
ENSG00000066777.9|ARFGEF1	1137.11	1286.14	1313.11	1295
ENSG00000066827.16|ZFAT	153	163	212	168
ENSG00000066855.16|MTFR1	413.15	415.29	432.4	378
ENSG00000066923.17|STAG3	261.58	289.35	304.83	218.35
ENSG00000066926.11|FECH	615	725	763	669
ENSG00000066933.16|MYO9A	891	946	941	943
ENSG00000067057.17|PFKP	1959.99	2326	2228	2148
ENSG00000067064.11|IDI1	1764.76	2022	2221.19	2158.14
ENSG00000067066.17|SP100	166	197.02	163.45	176.85
ENSG00000067082.15|KLF6	1533	1588	2105	1957
ENSG00000067113.17|PLPP1	137.76	142.96	120.7	132.33
ENSG00000067141.17|NEO1	1314	1419	1444	1248
ENSG00000067167.8|TRAM1	1681	1935	1982	1994
ENSG00000067177.15|PHKA1	406.62	527.47	473.94	434.13
ENSG00000067182.7|TNFRSF1A	699	798	891	916
ENSG00000067191.16|CACNB1	400	430	470	403
ENSG00000067208.14|EVI5	327	310	344	301
ENSG00000067221.14|STOML1	284	304	319	339
ENSG00000067225.18|PKM	24603	28038	27175	26331
ENSG00000067248.10|DHX29	1479	1537	1557	1592
ENSG00000067334.14|DNTTIP2	930	1053	1010	971
ENSG00000067365.14|METTL22	208	215	258	237
ENSG00000067369.13|TP53BP1	4002.5	4598.28	4546.6	4351.26
ENSG00000067445.20|TRO	3224.09	3237	3532	3272
ENSG00000067533.6|RRP15	662	696	687	656
ENSG00000067560.11|RHOA	3816	4167	4282	4302
ENSG00000067596.11|DHX8	1672	1792	1803	1662
ENSG00000067601.8|PMS2P4	25	38.28	36	21.15
ENSG00000067606.17|PRKCZ	25.98	23.91	26.79	26.86
ENSG00000067704.10|IARS2	2252	2295	2184	2153
ENSG00000067829.19|IDH3G	516	520.89	593.91	531.56
ENSG00000067836.12|ROGDI	258	287	254.42	261.06
ENSG00000067840.12|PDZD4	596	698	711	631
ENSG00000067900.8|ROCK1	1527.87	1721.09	1773.89	1739.35
ENSG00000067955.14|CBFB	1360	1595	1506	1612
ENSG00000067992.14|PDK3	422	480	484	545
ENSG00000068001.14|HYAL2	455	596	500	498
ENSG00000068024.16|HDAC4	280	310	300	279
ENSG00000068028.17|RASSF1	331.66	313	316.21	333.73
ENSG00000068078.18|FGFR3	191	206	206	237
ENSG00000068079.7|IFI35	166	166	167	182
ENSG00000068097.14|HEATR6	784	887	935	895
ENSG00000068120.15|COASY	1060	1209	1253	1224
ENSG00000068137.15|PLEKHH3	504	619	563	523
ENSG00000068305.17|MEF2A	1680	1751	1702.07	1716
ENSG00000068308.13|OTUD5	1349	1514	1626	1535
ENSG00000068323.17|TFE3	1177	1344	1404	1364
ENSG00000068354.16|TBC1D25	389.88	445	470.81	437.94
ENSG00000068366.19|ACSL4	265	294	299	317
ENSG00000068383.19|INPP5A	238.32	294.63	253.29	267.67
ENSG00000068394.11|GPKOW	679	656	704	717
ENSG00000068400.13|GRIPAP1	1951	2191	2374	2192
ENSG00000068438.15|FTSJ1	822	968	946	999
ENSG00000068489.12|PRR11	1611.92	1757.89	1588.78	1464.88
ENSG00000068615.18|REEP1	509	619	500	621
ENSG00000068650.18|ATP11A	574	600	721	590
ENSG00000068654.16|POLR1A	2151	2326	2245	1940
ENSG00000068697.7|LAPTM4A	2832	3157	2879	2944
ENSG00000068724.16|TTC7A	191	231.7	226	202
ENSG00000068745.15|IP6K2	1397	1443	1475	1402
ENSG00000068784.13|SRBD1	675	696	622	649
ENSG00000068796.16|KIF2A	1647	1822	1947	1791
ENSG00000068831.19|RASGRP2	73	91	94	76
ENSG00000068878.15|PSME4	2185.97	2231.89	2196	2269.97
ENSG00000068885.15|IFT80	996.13	1104	1102.74	1073.24
ENSG00000068903.20|SIRT2	988	1177	1145	1045
ENSG00000068912.14|ERLEC1	1213	1280	1319	1338
ENSG00000068971.14|PPP2R5B	560	479	614	495
ENSG00000068976.14|PYGM	15	11	15	16
ENSG00000069011.16|PITX1	86	118	63	74
ENSG00000069020.18|MAST4	111	102	97	96
ENSG00000069248.12|NUP133	1442	1590	1528	1535
ENSG00000069275.13|NUCKS1	10403.97	11706.97	10252	10128
ENSG00000069329.17|VPS35	2616	3006	2884	3029
ENSG00000069345.12|DNAJA2	1544	1601	1706	1626
ENSG00000069399.15|BCL3	109	145	149	137
ENSG00000069424.14|KCNAB2	48	25	28	23
ENSG00000069493.15|CLEC2D	72.03	81.81	92.24	94.36
ENSG00000069509.6|FUNDC1	454	422	520	470
ENSG00000069667.16|RORA	688.39	743	817	862
ENSG00000069702.11|TGFBR3	232	266	251	227
ENSG00000069849.11|ATP1B3	1884	2222	2046	2271
ENSG00000069869.16|NEDD4	627	719	709	802
ENSG00000069943.10|PIGB	29.76	28.15	30.79	54.12
ENSG00000069956.12|MAPK6	1982	2130	2113	1949
ENSG00000069966.18|GNB5	611	720	680	740
ENSG00000069974.16|RAB27A	99	113.76	113	135.23
ENSG00000069998.12|HDHD5	694	761	772	750
ENSG00000070010.19|UFD1	1640.98	1894.5	1911.95	1961.67
ENSG00000070018.9|LRP6	1741	1860	1966	1995
ENSG00000070047.12|PHRF1	1304	1622	1559	1253
ENSG00000070061.15|ELP1	1541	1619	1804	1720
ENSG00000070081.16|NUCB2	1059.98	1277	1082	1211
ENSG00000070087.14|PFN2	3870	4612	3924	3883
ENSG00000070159.14|PTPN3	739	868	835	781
ENSG00000070182.20|SPTB	38	38	30	27
ENSG00000070214.16|SLC44A1	2035	2473	2119	2118
ENSG00000070269.14|TMEM260	357	354	404	378
ENSG00000070366.14|SMG6	1138.88	1266.28	1210.56	1118.22
ENSG00000070367.16|EXOC5	1954.98	2108.98	2097	2188.99
ENSG00000070371.16|CLTCL1	249	274	260	268
ENSG00000070404.10|FSTL3	222	270	237	228
ENSG00000070413.20|DGCR2	1707	1766	1774	1611
ENSG00000070423.18|RNF126	477	510	483	399
ENSG00000070444.15|MNT	774.61	833.33	800.82	739.55
ENSG00000070476.15|ZXDC	680	750	745	777
ENSG00000070495.14|JMJD6	467	462	596	539
ENSG00000070501.12|POLB	235	208	213	215
ENSG00000070540.13|WIPI1	246.59	233.84	234.69	236.72
ENSG00000070601.10|FRMPD1	36	30	28	34
ENSG00000070610.14|GBA2	3027	3190.51	3408.44	3054
ENSG00000070614.15|NDST1	1794	1828	1754	1567
ENSG00000070669.17|ASNS	810.29	790.75	901.45	813.6
ENSG00000070718.12|AP3M2	441	575	539	562
ENSG00000070731.10|ST6GALNAC2	11.69	15.16	11.45	10.77
ENSG00000070756.16|PABPC1	10078	11087	10126	9795
ENSG00000070759.17|TESK2	39	48	41	46
ENSG00000070761.8|CFAP20	609	680	599	653
ENSG00000070770.9|CSNK2A2	1544	1626	1649	1511
ENSG00000070778.13|AL162171.1	494	567	637.94	595.93
ENSG00000070785.16|EIF2B3	306	455	371	345
ENSG00000070814.19|TCOF1	1062.57	1187	1203	1160.96
ENSG00000070831.16|CDC42	5453.85	5627.86	5604.82	5530.81
ENSG00000070882.13|OSBPL3	1056	1099	1079	1102
ENSG00000070950.10|RAD18	715	878	747	864
ENSG00000070961.15|ATP2B1	2340.49	2626	2531	2498
ENSG00000071051.14|NCK2	925.08	963.39	975.67	791.82
ENSG00000071054.16|MAP4K4	8224	8697	8617	7943
ENSG00000071073.13|MGAT4A	1204	1221	1248	1266
ENSG00000071082.11|RPL31	4852	5116.99	4866	4495
ENSG00000071127.17|WDR1	4773	5310	5549	5299
ENSG00000071189.21|SNX13	1189	1220	1176	1212
ENSG00000071205.11|ARHGAP10	63	95	65	65
ENSG00000071242.12|RPS6KA2	1361	1461	1889	1734
ENSG00000071243.16|ING3	288	343	291	291
ENSG00000071246.11|VASH1	6681.82	7313.56	7769.97	7398.31
ENSG00000071282.12|LMCD1	92	90	115	92
ENSG00000071462.11|BUD23	1994	2057	2155.28	2049
ENSG00000071537.14|SEL1L	2126	2224	2226	2175
ENSG00000071539.14|TRIP13	1120	1364	1176	1292
ENSG00000071553.17|ATP6AP1	4169	4552	4796	4336
ENSG00000071564.15|TCF3	6419	7479	6809	6122
ENSG00000071575.11|TRIB2	13127	14151	15407	14636
ENSG00000071626.16|DAZAP1	1826	2122	1984	1764
ENSG00000071655.18|MBD3	2431.9	2956.69	2482.68	2324.37
ENSG00000071794.16|HLTF	1260	1363	1243	1234
ENSG00000071859.15|FAM50A	2452	2794	2892	2846
ENSG00000071889.16|FAM3A	542	583	581	500
ENSG00000071894.17|CPSF1	3399	3891	3758	3518
ENSG00000071909.18|MYO3B	21	21	29	43
ENSG00000071967.12|CYBRD1	1362	1627	1658	1690
ENSG00000071994.10|PDCD2	492	526	532	523
ENSG00000072042.13|RDH11	1491	1778	1789.47	1751
ENSG00000072062.13|PRKACA	1916	2315	2032	2077
ENSG00000072071.16|ADGRL1	1295.3	1361.44	1197.68	1126.29
ENSG00000072110.13|ACTN1	2617.5	3113	3316.81	3039.69
ENSG00000072121.16|ZFYVE26	895.02	921.92	955	966.02
ENSG00000072134.15|EPN2	2011.51	2286	2183.18	1995.15
ENSG00000072135.13|PTPN18	625	684	705	651
ENSG00000072182.12|ASIC4	83	93	94	97
ENSG00000072195.15|SPEG	923.2	1061.52	1088.98	1015.37
ENSG00000072201.13|LNX1	187.34	215.76	189.43	186.03
ENSG00000072210.18|ALDH3A2	2519	3086	3011	3289
ENSG00000072274.13|TFRC	3303	3347	3361	3303
ENSG00000072310.16|SREBF1	693.17	753.44	679.87	650.27
ENSG00000072364.13|AFF4	2278	2365	2446	2325
ENSG00000072401.15|UBE2D1	370	397	403	392
ENSG00000072415.8|MPP5	471	584	536	509
ENSG00000072422.17|RHOBTB1	766	818	919	886
ENSG00000072501.17|SMC1A	6972	8577	7690	7836
ENSG00000072506.12|HSD17B10	1715	2010	1996	1864
ENSG00000072518.20|MARK2	1173	1340	1342	1195
ENSG00000072571.20|HMMR	730	773	639	672
ENSG00000072609.17|CHFR	534	498	600	522
ENSG00000072682.18|P4HA2	31	44	39	27
ENSG00000072736.19|NFATC3	648.2	781.46	785.78	862.6
ENSG00000072756.17|TRNT1	349.34	361.82	418.97	358.27
ENSG00000072778.20|ACADVL	3208	3590	3382	3194
ENSG00000072786.13|STK10	365	385	431	357
ENSG00000072803.17|FBXW11	1025	1040	1008	919
ENSG00000072818.12|ACAP1	21	22	24	17
ENSG00000072832.14|CRMP1	6347.11	6750.02	7532.02	6734.01
ENSG00000072840.13|EVC	1147.89	1130.98	1430.98	1244.99
ENSG00000072849.11|DERL2	580.79	645.35	685.73	692.47
ENSG00000072858.10|SIDT1	13	21	10	16
ENSG00000072864.15|NDE1	1079.98	1219.88	1149.92	1085.88
ENSG00000072952.18|MRVI1	49	53	54	48
ENSG00000072954.7|TMEM38A	174	218	192	159
ENSG00000072958.8|AP1M1	1426	1804	1716	1510
ENSG00000073008.15|PVR	920.19	900.75	967.5	1009.35
ENSG00000073050.11|XRCC1	796	1076	1047.97	1022
ENSG00000073060.16|SCARB1	496	611	531	518
ENSG00000073111.14|MCM2	2218.42	2859.14	2254.74	2379.99
ENSG00000073150.13|PANX2	30	44	43	48
ENSG00000073169.14|SELENOO	228.58	269.88	244.75	202.15
ENSG00000073417.15|PDE8A	589	747	617	669
ENSG00000073464.12|CLCN4	387	433	382	384
