Ctrl_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP.Olap_602_R2B2
ENSG00000212747.4|RTL8B	281	287	247.26	240
ENSG00000212864.3|RNF208	111	135	93	101
ENSG00000212907.2|MT-ND4L	22107	26966	23024	20377
ENSG00000212916.4|MAP10	270	309	249	308
ENSG00000212952.6|BX088651.1	23.42	47.75	30.61	23.81
ENSG00000212978.6|AC016747.1	65	77	65.01	51
ENSG00000213015.9|ZNF580	461.93	523.36	497.94	414.51
ENSG00000213020.10|ZNF611	161	209.35	247.37	237
ENSG00000213023.11|SYT3	48	56.82	24.63	21.24
ENSG00000213024.11|NUP62	1611.02	2226.95	1574.39	1958.39
ENSG00000213047.13|DENND1B	162	221	240	215
ENSG00000213057.5|C1orf220	14	9	17	17.81
ENSG00000213064.10|SFT2D2	535	810	671	717
ENSG00000213066.13|FGFR1OP	218.04	293.93	288.64	359.94
ENSG00000213071.11|LPAL2	17	29	34	26
ENSG00000213073.4|AL353625.1	23	28	28	42
ENSG00000213079.9|SCAF8	1223.26	1198.81	1287.65	1136.61
ENSG00000213096.10|ZNF254	1388.59	1368.96	1663.01	1390.94
ENSG00000213123.11|TCTEX1D2	129	157	148	176
ENSG00000213139.8|CRYGS	48	61	65	53
ENSG00000213145.9|CRIP1	15.54	17.88	19	11
ENSG00000213160.10|KLHL23	797.42	1226.16	1004.49	1221.44
ENSG00000213178.3|RPL22P1	88.83	104.63	101.27	85.01
ENSG00000213185.7|FAM24B	45.8	51	43.75	63.93
ENSG00000213186.8|TRIM59	93.45	96.22	63.02	92.96
ENSG00000213189.5|BTF3L4P2	59.44	117.48	55.95	67.26
ENSG00000213190.3|MLLT11	2203.57	3015.19	2883.59	3335.5
ENSG00000213199.8|ASIC3	126	122	61	85
ENSG00000213204.8|AL049697.1	17.32	9.45	14.14	35.38
ENSG00000213213.13|CCDC183	19.96	23.04	13.33	21.46
ENSG00000213221.5|DNLZ	82.36	99.91	73.9	80.07
ENSG00000213222.3|AC093724.1	16	16.02	15	20
ENSG00000213246.7|SUPT4H1	729.96	764.9	803.96	740.63
ENSG00000213281.5|NRAS	2324	2814	2936	2885
ENSG00000213297.8|ZNF625-ZNF20	209.63	233.87	223.04	285.26
ENSG00000213300.5|HNRNPA3P6	14.09	13.7	19.16	10.13
ENSG00000213337.9|ANKRD39	185.66	184.35	164.07	183.45
ENSG00000213339.9|QTRT1	608	588	567	520
ENSG00000213341.11|CHUK	458	606	558	577
ENSG00000213347.10|MXD3	356.29	684.19	327.34	475.82
ENSG00000213366.13|GSTM2	288.51	411.35	282.92	316.78
ENSG00000213380.15|COG8	858.84	992.81	827.38	850.89
ENSG00000213390.11|ARHGAP19	836.73	975.93	836.53	851.65
ENSG00000213397.10|HAUS7	214	230	161	231
ENSG00000213398.7|LCAT	278.43	344	266.72	313.47
ENSG00000213402.3|PTPRCAP	17.4	8.73	8.89	12.87
ENSG00000213420.8|GPC2	676	631	637	617
ENSG00000213433.5|RPLP1P6	10	9	13	14
ENSG00000213442.5|RPL18AP3	21.9	13.37	8.63	11.8
ENSG00000213443.2|AC007068.1	21.18	21.36	13.38	13.7
ENSG00000213445.10|SIPA1	132	254	175	200
ENSG00000213462.5|ERV3-1	410.83	511.85	539.51	511.29
ENSG00000213463.5|SYNJ2BP	397.96	540.4	462.8	472.22
ENSG00000213465.8|ARL2	745	774	661	656
ENSG00000213468.6|FIRRE	126	134	149	150
ENSG00000213516.10|RBMXL1	226.98	272.23	199.7	241.46
ENSG00000213523.10|SRA1	462	438	418	480.17
ENSG00000213533.12|STIMATE	313.5	408.38	339.04	336.4
ENSG00000213542.3|AC007000.1	6.04	13.34	11.61	6.98
ENSG00000213551.5|DNAJC9	1301.35	1718.13	1375.02	1745.15
ENSG00000213553.4|RPLP0P6	13.74	10.26	16.93	16.14
ENSG00000213563.6|C8orf82	245	271	241	243
ENSG00000213585.11|VDAC1	2376	2446	2591.98	2415
ENSG00000213588.6|ZBTB9	641.12	639.01	604.63	684.71
ENSG00000213593.10|TMX2	1863.96	1875.19	1812.67	1800.26
ENSG00000213599.10|SLX1A-SULT1A3	365.1	365.28	478.15	480.52
ENSG00000213612.3|FAM220CP	11	11	10	10
ENSG00000213614.9|HEXA	2031.29	1993.65	2080.41	1877.53
ENSG00000213619.10|NDUFS3	1319.38	1593.53	1415.61	1527.46
ENSG00000213625.9|LEPROT	740.93	911.24	846.46	805.42
ENSG00000213626.13|LBH	304	391	326	354
ENSG00000213639.10|PPP1CB	3386	4240.9	4144.07	4204.58
ENSG00000213640.3|EEF1DP4	18	18	25	19
ENSG00000213648.10|SULT1A4	13.16	38.1	11.17	16.16
ENSG00000213654.10|GPSM3	52	55	69.05	58
ENSG00000213658.11|LAT	202.71	199.83	181.25	196.18
ENSG00000213672.8|NCKIPSD	327	443	297	435
ENSG00000213676.13|ATF6B	1520	1556	1458	1520
ENSG00000213689.14|TREX1	106.03	148.87	78.29	99.23
ENSG00000213694.5|S1PR3	129	159	131	151
ENSG00000213699.9|SLC35F6	518.83	566.38	557.49	551.27
ENSG00000213713.3|PIGCP1	81.95	79.19	64.13	90.85
ENSG00000213719.8|CLIC1	55.94	63	58	68
ENSG00000213722.9|DDAH2	930	1088	930	1046
ENSG00000213741.10|RPS29	1322.1	1536.9	1529.63	1230.4
ENSG00000213742.6|ZNF337-AS1	49.64	82.84	25.84	90.22
ENSG00000213753.11|CENPBD1P1	441.15	502.52	461.78	416.87
ENSG00000213760.10|ATP6V1G2	162.18	153.28	137.19	159.86
ENSG00000213762.12|ZNF134	784	874	766	786
ENSG00000213780.11|GTF2H4	799.75	857.81	775.08	936
ENSG00000213782.7|DDX47	724.61	756.83	796.56	797.42
ENSG00000213793.5|ZNF888	143.04	167.27	148.07	129.94
ENSG00000213799.12|ZNF845	306.48	395.58	326.21	386.33
ENSG00000213801.4|ZNF321P	36	63.38	70.28	62
ENSG00000213839.4|TMX2P1	39	71.05	66.16	65.09
ENSG00000213859.6|KCTD11	250	289	270	261
ENSG00000213865.7|C8orf44	44	39.91	39	38
ENSG00000213866.3|YBX1P10	14.72	33.82	14.04	15.62
ENSG00000213888.3|LINC01521	88	84	85	63
ENSG00000213889.10|PPM1N	21.06	30	12	26
ENSG00000213901.10|SLC23A3	24.31	14.68	25.05	21
ENSG00000213903.9|LTB4R	791	976	719	946
ENSG00000213904.8|LIPE-AS1	15.82	35.08	22	46
ENSG00000213906.10|LTB4R2	209.68	288.22	222.44	260.88
ENSG00000213918.10|DNASE1	318.47	379.78	401.49	415.17
ENSG00000213920.9|MDP1	159.49	198.71	189.68	193.18
ENSG00000213923.12|CSNK1E	2878.79	3121.77	2798	2958.11
ENSG00000213928.8|IRF9	295.06	334.63	395.73	385.75
ENSG00000213930.11|GALT	237.4	361.37	299.93	357.47
ENSG00000213931.7|HBE1	13	21.98	4.63	8.89
ENSG00000213949.9|ITGA1	12	22.05	13	27.15
ENSG00000213963.6|AC019080.1	48.29	89.94	74.49	81.73
ENSG00000213965.3|NUDT19	273	249	222	301
ENSG00000213967.10|ZNF726	373.73	481.09	364.07	415.77
ENSG00000213973.9|ZNF99	177	328.41	280.32	272.17
ENSG00000213976.4|AC010615.1	97	172.2	121	159.31
ENSG00000213977.8|TAX1BP3	203.08	215.63	201.81	229.16
ENSG00000213983.11|AP1G2	799.04	1109.78	782.63	1073.11
ENSG00000213988.11|ZNF90	331.53	549.86	405.5	456.31
ENSG00000213995.11|NAXD	421	475.96	475	470.94
ENSG00000213996.13|TM6SF2	49.64	64	70	58
ENSG00000213999.16|MEF2B	7.29	20.39	21.16	20.93
ENSG00000214013.9|GANC	988.5	1125.25	1064.65	1129.78
ENSG00000214021.16|TTLL3	1398.84	1730.45	1386.43	1630.45
ENSG00000214022.11|REPIN1	1050	1234	1093	1154
ENSG00000214026.11|MRPL23	705	835	683	798
ENSG00000214029.5|ZNF891	367.15	510.16	500.58	587.53
ENSG00000214046.8|SMIM7	1005.5	1058.61	1085.85	1037.23
ENSG00000214050.8|FBXO16	49.83	87	60.56	92.25
ENSG00000214063.11|TSPAN4	250	313	236	232
ENSG00000214078.12|CPNE1	4473.11	4267.96	4479.32	4278.96
ENSG00000214087.8|ARL16	591	799.76	553	651.77
ENSG00000214106.8|PAXIP1-AS2	101.56	121.98	119.56	141.49
ENSG00000214113.10|LYRM4	331	260	341	273
ENSG00000214114.9|MYCBP	97.41	151.71	172.42	159
ENSG00000214135.8|AC132008.2	185.67	233.8	222.63	298.71
ENSG00000214160.9|ALG3	516	564	494	512
ENSG00000214174.8|AMZ2P1	157.29	162.46	152.21	111.14
ENSG00000214176.9|PLEKHM1P1	276.39	349.58	311.83	330.26
ENSG00000214182.5|PTMAP5	10.01	27.1	19.05	14.44
ENSG00000214189.9|ZNF788P	4.72	25.44	8	17.51
ENSG00000214193.10|SH3D21	65	61	49.04	79.29
ENSG00000214194.9|SMIM30	602	636	684	590
ENSG00000214198.8|TTC41P	22	22	22	19
ENSG00000214223.4|HNRNPA1P10	21.95	53.16	45.31	41.26
ENSG00000214253.8|FIS1	930	887	956	899
ENSG00000214273.4|AGGF1P1	20.99	26.88	31.44	36.75
ENSG00000214290.8|COLCA2	45	87	71	80
ENSG00000214293.8|APTR	110	103	99	116
ENSG00000214300.7|SPDYE3	75.29	125.34	101.03	101.56
ENSG00000214309.5|MBLAC1	9	34	16.11	11
ENSG00000214331.8|AC009053.1	183.66	199.78	146.19	191.39
ENSG00000214338.10|SOGA3	47.46	58.6	45.79	64.98
ENSG00000214353.7|VAC14-AS1	23.68	46.82	49	79.52
ENSG00000214357.8|NEURL1B	504.23	769.95	480.95	657.34
ENSG00000214367.7|HAUS3	635.16	902.76	784	1008.39
ENSG00000214389.2|RPS3AP26	10.61	10.42	16.45	18.26
ENSG00000214401.4|KANSL1-AS1	30	30	28	17
ENSG00000214402.6|LCNL1	11	25	13	13
ENSG00000214413.8|BBIP1	261.56	256.58	266.87	292.53
ENSG00000214425.7|LRRC37A4P	317.56	457.93	343.47	438.17
ENSG00000214432.9|VPS33B-DT	7	11	12	12
ENSG00000214435.8|AS3MT	159.78	204.43	171	215
ENSG00000214447.4|FAM187A	102.39	138.45	104.13	194.13
ENSG00000214455.4|RCN1P2	36.8	42	30.51	32.85
ENSG00000214456.8|PLIN5	64.02	87.26	32.98	82.32
ENSG00000214517.10|PPME1	1529	1682	1609	1655
ENSG00000214530.9|STARD10	185	254	166.98	177
ENSG00000214548.17|MEG3	339	376	276	344
ENSG00000214553.10|LRRC37A11P	22	23	8	13
ENSG00000214562.14|NUTM2D	165.88	173.23	127.36	128.84
ENSG00000214575.9|CPEB1	238.43	321.91	272.07	336.43
ENSG00000214578.5|HMGN2P15	12.02	20.16	17.04	25.09
ENSG00000214595.11|EML6	181	364	261	335
ENSG00000214652.6|ZNF727	940	1144.48	977	1097
ENSG00000214654.8|B3GNT10	85	91	90	85
ENSG00000214655.10|ZSWIM8	2039.93	2252.57	1853.23	2026.13
ENSG00000214706.10|IFRD2	500.68	547.62	417.81	503.62
ENSG00000214717.12|PAR|Y|ZBED1	201	253	196	203.5
ENSG00000214717.12|ZBED1	201	253	196	203.5
ENSG00000214719.12|AC005562.1	200.3	184.29	230.67	236.69
ENSG00000214736.7|TOMM6	1736.47	1832.12	1638.46	1746.02
ENSG00000214753.3|HNRNPUL2	4374.88	5575.2	4426	5367.46
ENSG00000214756.8|CSKMT	80.68	53.54	58.7	67.53
ENSG00000214765.8|SEPT7P2	300.89	365.06	330.06	362.02
ENSG00000214770.3|AL161756.1	9.35	13.61	9.93	7.55
ENSG00000214776.12|AC092821.1	49.31	100.23	69.59	88.68
ENSG00000214783.9|POLR2J4	168.53	146.49	131.95	155.95
ENSG00000214796.8|AC098934.1	111	172	106	134
ENSG00000214820.3|MPRIPP1	17.08	17.23	16.46	14.02
ENSG00000214826.5|DDX12P	197.02	302.27	205.28	271.78
ENSG00000214827.10|MTCP1	55.63	79.31	61.1	101.11
ENSG00000214837.8|LINC01347	147.83	184.19	187.04	182.82
ENSG00000214870.8|AC004540.1	104	101	114	108
ENSG00000214889.3|RPS9P1	6.73	30.23	21.7	10.19
ENSG00000214941.8|ZSWIM7	383	382	422	386
ENSG00000214944.9|ARHGEF28	147	259	128	205
ENSG00000214960.10|ISPD	47	41	60	40
ENSG00000214967.5|NPIPA7	72.76	96.47	59.86	100.99
ENSG00000215012.9|RTL10	450.99	740.94	454.16	655.21
ENSG00000215018.9|COL28A1	145	121	105	121
ENSG00000215021.8|PHB2	1439.45	1557.55	1341.46	1324.18
ENSG00000215032.2|GNL3LP1	48.5	29.62	32.05	26.46
ENSG00000215039.6|CD27-AS1	532	555.25	549.06	602.2
ENSG00000215041.10|NEURL4	1264.56	1392.66	1152.89	1221.76
ENSG00000215045.8|GRID2IP	35	52	25	62
ENSG00000215067.9|ALOX12-AS1	71	60.95	77	72
ENSG00000215068.7|AC025171.2	55	50	43	54
ENSG00000215105.4|TTC3P1	640.23	737.52	706.79	717.53
ENSG00000215114.9|UBXN2B	974	1089	1189	1243
ENSG00000215126.10|CBWD6	202.12	200.6	162.03	182.1
ENSG00000215146.5|BX322639.1	341.99	392.85	365.87	364.99
ENSG00000215154.6|AC141586.1	60.84	91.23	106.04	73.5
ENSG00000215158.9|AC138409.2	57.28	87.07	78.01	85.36
ENSG00000215190.9|LINC00680	302.21	307.65	285.78	317.3
ENSG00000215193.12|PEX26	939.94	1248.62	1014.3	1085.38
ENSG00000215218.4|UBE2QL1	19	14	10	5
ENSG00000215251.4|FASTKD5	567	698	627	764
ENSG00000215252.11|GOLGA8B	3844.64	4646.04	4579.11	4542.09
ENSG00000215256.3|DHRS4-AS1	254.96	313.71	292.54	289.56
ENSG00000215270.3|AP000523.1	14.71	9.35	11.24	9.98
ENSG00000215271.7|HOMEZ	191	208	174	227
ENSG00000215301.10|DDX3X	8701	10169	10101	9681
ENSG00000215305.10|VPS16	1313.01	1452.46	1396.77	1393.8
ENSG00000215375.6|MYL5	160.05	160.83	154.17	148.09
ENSG00000215386.12|MIR99AHG	130	127	152	131
ENSG00000215397.4|SCRT2	18	15	9	8
ENSG00000215417.12|MIR17HG	21	23	44	25
ENSG00000215421.9|ZNF407	279	231	302	213
ENSG00000215424.9|MCM3AP-AS1	251.89	277.35	264.32	264.28
ENSG00000215440.12|NPEPL1	556.3	487.68	445.86	463.44
ENSG00000215472.10|RPL17-C18orf32	197.99	296.76	253.5	180.64
ENSG00000215481.9|BCRP3	15.77	14.49	19.2	10.88
ENSG00000215492.6|HNRNPA1P7	22	22.12	17.82	16.22
ENSG00000215493.3|AC007731.1	22.08	35.12	26	38
ENSG00000215548.2|FRG1JP	11.39	21.97	12.46	16.49
ENSG00000215612.8|HMX1	30	55	26	39
ENSG00000215630.6|GUSBP9	83.54	60.16	68.99	44.28
ENSG00000215695.1|RSC1A1	1.32	28.39	40.72	7.72
ENSG00000215712.10|TMEM242	189	213	232	235
ENSG00000215717.6|TMEM167B	198.73	204.62	205.89	184.33
ENSG00000215769.8|ARHGAP27P1-BPTFP1-KPNA2P3	114.57	162.48	130.96	116.75
ENSG00000215784.6|FAM72D	143.71	157.09	160.55	183.82
ENSG00000215788.10|TNFRSF25	189	278.81	172.96	238
ENSG00000215790.7|SLC35E2A	158.5	207.31	160.93	141.11
ENSG00000215817.7|ZC3H11B	14.21	11.8	6.4	8.2
ENSG00000215837.7|SDHAP2	0	0	17.39	21.8
ENSG00000215861.5|AC245297.1	66.43	68.47	51.04	73.98
ENSG00000215883.10|CYB5RL	307.84	367.07	315	401.71
ENSG00000215908.10|CROCCP2	367	495.73	397.44	391.45
ENSG00000215912.12|TTC34	23	21	17	17
ENSG00000216490.4|IFI30	265.01	329.4	196.79	284.83
ENSG00000216775.3|AL109918.1	1847	1858	2302	2235
ENSG00000216809.1|AL589993.1	12	10	13	13
ENSG00000216895.9|AC009403.1	25	33	27.61	26
ENSG00000216937.13|CCDC7	26	58	45	36
ENSG00000217128.12|FNIP1	451	635	502	521
ENSG00000217165.1|ANKRD18EP	60	63	57	57
ENSG00000217236.2|SP9	63.85	98.01	76.43	85.95
ENSG00000217555.12|CKLF	426.04	471.49	361.15	430.73
ENSG00000217801.10|AL390719.1	12	10	15	11
ENSG00000217930.8|PAM16	51	61.42	57	84
ENSG00000218226.1|TATDN2P2	3	12	14	19
ENSG00000218283.2|MORF4L1P1	366.22	358.73	325.34	339.89
ENSG00000218418.2|AL591135.1	5.21	8.54	19.8	13.46
ENSG00000218426.5|AL590867.2	11.3	6.16	11.58	9.06
ENSG00000218510.8|LINC00339	192.07	228.76	191.17	254.24
ENSG00000218537.1|MIF-AS1	14.28	19.29	6.06	11.03
ENSG00000218739.10|CEBPZOS	657	719	689.66	755.91
ENSG00000218891.5|ZNF579	139	132	138	103
ENSG00000219200.11|RNASEK	803.95	876.81	848.97	838.65
ENSG00000219201.4|AC138392.1	11.87	16.08	15.55	14.82
ENSG00000219410.6|AC125494.1	59.29	133.09	132.66	107.73
ENSG00000219481.10|NBPF1	2756.36	3213.93	3024.62	3041.61
ENSG00000219545.11|UMAD1	238.27	287.07	279.62	259.92
ENSG00000219607.3|PPP1R3G	8	17	12	14
ENSG00000219626.9|FAM228B	111.13	164.03	148.08	207.41
ENSG00000219665.8|ZNF433-AS1	73.73	67.04	62.74	63.55
ENSG00000219700.1|PTCHD3P3	25	20	15	28
ENSG00000220161.4|LINC02076	17.25	14	18	8.8
ENSG00000220201.7|ZGLP1	113.58	132.22	144.73	123.84
ENSG00000220205.9|VAMP2	1450.14	1532.39	1368.04	1366.51
ENSG00000220323.4|HIST2H2BD	371.75	498.83	432.67	485.01
ENSG00000220785.7|MTMR9LP	20	15	10	4
ENSG00000220804.8|LINC01881	19.06	20.34	30.56	17.76
ENSG00000220842.6|RPL21P16	49.16	42.58	50.24	68.54
ENSG00000220848.5|RPS18P9	18.04	19.04	23.81	11
ENSG00000221817.9|PPP3CB-AS1	60.43	69.96	54.04	54.92
ENSG00000221819.6|GAS8-AS1	8	15	7	16
ENSG00000221821.4|C6orf226	42	42	35	37
ENSG00000221823.11|PPP3R1	1179.84	1485.51	1367.63	1578.29
ENSG00000221829.9|FANCG	1150	1739	1119	1662
ENSG00000221838.9|AP4M1	449.66	559.08	454.41	448.06
ENSG00000221843.4|C2orf16	129	142	143	155
ENSG00000221866.9|PLXNA4	2322	2292	2696	2506
ENSG00000221867.9|MAGEA3	62.83	67.39	64.47	56.48
ENSG00000221869.4|CEBPD	30	42	47	51
ENSG00000221883.3|ARIH2OS	22	11	14	4
ENSG00000221886.4|ZBED8	101	154	163	165
ENSG00000221890.4|NPTXR	1212	1483	1010	1209
ENSG00000221909.3|FAM200A	307	327.72	330.49	344
ENSG00000221914.10|PPP2R2A	947	1080	1060	1051
ENSG00000221923.9|ZNF880	85	89	103	103
ENSG00000221926.12|TRIM16	993.66	1030.71	1239.95	1206.45
ENSG00000221944.7|TIGD1	278	291	315	282
ENSG00000221946.7|FXYD7	84	88	85	98.7
ENSG00000221953.5|C1orf229	10	18	15	10
ENSG00000221955.10|SLC12A8	15	24	21	34
ENSG00000221963.6|APOL6	205	345	267	359
ENSG00000221968.9|FADS3	745	765	797	766
ENSG00000221978.12|CCNL2	2217	2696	2520	2595
ENSG00000221983.7|UBA52	4230.53	4526.15	3845.29	3872.28
ENSG00000221988.13|PPT2	452.51	454.79	488.86	453.92
ENSG00000221990.4|EXOC3-AS1	139	120	132	152
ENSG00000221994.10|ZNF630	108.02	137	144	137
ENSG00000221995.5|TIAF1	37.21	51.8	42.46	31.74
ENSG00000222009.8|BTBD19	13	9	11	22
ENSG00000222011.9|FAM185A	65.58	68.9	85.81	81
ENSG00000222019.7|URAHP	9.42	31.36	12.44	18.98
ENSG00000222041.11|CYTOR	224.17	257.02	290.1	282.87
ENSG00000222046.2|DCDC2B	18.89	12.53	11.57	4.38
ENSG00000223356.1|AL590666.1	22	36	24	32
ENSG00000223361.5|FTH1P10	5.11	14.24	1.04	10.38
ENSG00000223459.6|TCAF1P1	215.22	227.56	226.33	273.94
ENSG00000223482.7|NUTM2A-AS1	131.31	187.24	178.75	181.11
ENSG00000223496.3|EXOSC6	781	969	814	903
ENSG00000223501.9|VPS52	1622.7	1660.13	1432.91	1528.05
ENSG00000223508.5|RPL23AP53	9.16	17.31	10.08	11.57
ENSG00000223509.8|AC135983.2	14.66	19.67	25.69	35.01
ENSG00000223546.6|LINC00630	36	42	52	50
ENSG00000223547.10|ZNF844	365.94	550.56	346.99	501.02
ENSG00000223548.1|AC034228.1	18	30	21	17
ENSG00000223572.9|CKMT1A	29.55	82.05	60.09	53.33
ENSG00000223697.3|AF230666.1	10.68	11.61	9.99	11.45
ENSG00000223703.1|AC027612.1	23.33	36.43	35.82	39.71
ENSG00000223705.9|NSUN5P1	1423.9	1651.4	1622.68	1672.13
ENSG00000223745.7|CCDC18-AS1	71	79	87	94
ENSG00000223749.9|MIR503HG	44	45	52	32
ENSG00000223756.6|TSSC2	391	522	347	444
ENSG00000223764.2|LINC02593	29	29	27	16
ENSG00000223768.2|LINC00205	1050	1217	1279	1181
ENSG00000223773.7|CD99P1	11.5	8	13	13.5
ENSG00000223773.7|PAR|Y|CD99P1	11.5	8	13	13.5
ENSG00000223797.5|ENTPD3-AS1	14	43.96	29	31
ENSG00000223799.1|IL10RB-DT	244.69	223.72	256.53	309.7
ENSG00000223802.7|CERS1	950	1127	765	971
ENSG00000223804.5|AC244669.1	28.48	31.64	37.38	20.63
ENSG00000223837.2|AL645941.1	4.69	9.1	12	16
ENSG00000223839.7|FAM95B1	2117.26	2228.09	2128.18	2404.93
ENSG00000223855.1|AC147651.1	30	33	44	30
ENSG00000223891.5|OSER1-DT	151	154	126	147
ENSG00000223947.1|AC016738.1	66.74	61.98	46.18	54.63
ENSG00000223953.6|C1QTNF5	105	158	128	144
ENSG00000223959.8|AFG3L1P	464	478	481.96	475
ENSG00000223960.6|PRKRA-AS1	141	176	210	178
ENSG00000223969.5|AC002456.1	10	12	7	9
ENSG00000223972.5|DDX11L1	16.34	21.07	18.95	8.58
ENSG00000224020.1|MIR181A2HG	4	14	13	9
ENSG00000224023.10|EDRF1-DT	10	13.89	5	14.62
ENSG00000224032.6|EPB41L4A-AS1	327.37	314.08	422.91	327.54
ENSG00000224046.1|AC005076.1	14	14	24	16
ENSG00000224051.7|CPTP	61	60	42	70
ENSG00000224078.14|SNHG14	2137.79	2317.58	2403.06	2172.64
ENSG00000224086.5|AC245452.1	123.49	159.42	117.1	144.66
ENSG00000224152.1|AC009506.1	58.74	66.44	81.66	44.87
ENSG00000224165.5|DNAJC27-AS1	17	23.15	22	29.76
ENSG00000224184.5|MIR3681HG	36	23	26	33
ENSG00000224185.1|SNX18P9	23.17	18.76	14.78	19.14
ENSG00000224186.8|C5orf66	48.51	72.11	22.44	63.77
ENSG00000224189.7|HAGLR	214.41	287.32	252	292.6
ENSG00000224243.1|SOX1-OT	31	25	27	39
ENSG00000224272.2|AC131097.3	59.47	42.47	81.74	45.52
ENSG00000224281.4|SLC25A5-AS1	23.07	32.06	32.11	29.12
ENSG00000224287.2|MSL3P1	443.96	497	542.97	461.14
ENSG00000224367.6|OACYLP	9	18	11	9
ENSG00000224376.1|AC017104.1	24	15	18	19
ENSG00000224383.7|PRR29	56	58.78	37	37
ENSG00000224389.9|C4B	1287.38	1063.26	1584.23	1325.8
ENSG00000224420.3|ADM5	68.4	49.43	40.68	46.8
ENSG00000224424.7|PRKAR2A-AS1	35	34	30	42
ENSG00000224470.8|ATXN1L	1503	1759.17	1552	1660
ENSG00000224531.6|SMIM13	358	443	403	431
ENSG00000224533.4|TMLHE-AS1	12.54	16.2	7.61	25
ENSG00000224578.5|HNRNPA1P48	97.49	77.99	90.54	90.9
ENSG00000224597.10|SVIL-AS1	651.47	832.09	888.63	876.89
ENSG00000224599.1|BMS1P12	28.39	47.66	34.94	37.58
ENSG00000224616.2|RTCA-AS1	7	14	6	14
ENSG00000224631.4|RPS27AP16	29.05	37.23	29.1	34.03
ENSG00000224635.1|AL391095.1	4	11	5	14
ENSG00000224660.1|SH3BP5-AS1	154.98	147.88	148.49	150.53
ENSG00000224687.1|RASAL2-AS1	7	15	7	16
ENSG00000224699.8|LAMTOR5-AS1	14.03	14	16	7
ENSG00000224712.12|NPIPA3	52.19	71.59	64.81	67.1
ENSG00000224713.4|AC025165.1	62.41	82.8	43.51	67.55
ENSG00000224738.1|AC099850.1	12.12	10.47	8.18	24.48
ENSG00000224786.2|CETN4P	19	26	23	17
ENSG00000224790.2|AP000704.1	21	13	15	14
ENSG00000224831.3|TMEM183B	25.61	14.45	10.81	16.89
ENSG00000224837.1|GCSHP5	20.83	12.64	14.74	10.45
ENSG00000224843.7|LINC00240	16	15	10	18
ENSG00000224861.1|YBX1P1	11.21	19.49	16.31	16.58
ENSG00000224864.4|AC011447.1	7.5	25.27	1.75	18.3
ENSG00000224870.6|MRPL20-AS1	178	204	180	204
ENSG00000224877.4|NDUFAF8	256	297	304	265
ENSG00000224888.4|AC138028.2	10	21.23	12.03	18.1
ENSG00000224892.6|RPS4XP16	12	15.8	8.2	18
ENSG00000224914.3|LINC00863	100.02	119.04	100.83	103.84
ENSG00000224934.4|AL391684.1	45	52	39	49
ENSG00000224940.8|PRRT4	37	45	29	29
ENSG00000224945.1|AL353150.1	75	45	67	48
ENSG00000224975.1|INE1	49	65	45	56
ENSG00000224985.1|AL590714.1	6.02	17.03	12.07	11.42
ENSG00000225032.5|AL162586.1	60.73	70	49.8	62.3
ENSG00000225127.2|LINC00237	62	88	82	61
ENSG00000225138.7|SLC9A3-AS1	708.76	907.4	879.12	966.58
ENSG00000225151.10|GOLGA2P7	1811.41	2118.34	1785.96	1876.56
ENSG00000225173.1|AL662890.1	5	13	10	7
ENSG00000225177.5|AL590617.2	150	143	179	171
ENSG00000225178.5|RPSAP58	9.95	10.89	11.1	20.11
ENSG00000225190.11|PLEKHM1	476.87	497.92	484.23	535.54
ENSG00000225210.10|DUXAP9	312.41	331.69	296.4	331.26
ENSG00000225264.3|ZNRF2P2	29	61.8	22	30
ENSG00000225265.1|TAF1A-AS1	31	27	31	34
ENSG00000225313.5|AL513327.1	72	48	68.62	83.33
ENSG00000225335.3|AC016027.1	20.06	13.41	7.7	8.62
ENSG00000225339.3|AL354740.1	864.58	939.72	784.85	713.56
ENSG00000225345.3|SNX18P3	11	17	8	8
ENSG00000225361.3|PPP1R26-AS1	14	19	23	12
ENSG00000225377.5|NRSN2-AS1	40	43	41	47
ENSG00000225411.3|CR786580.1	13.41	18.85	14.9	8.49
ENSG00000225439.2|BOLA3-AS1	74	105	95	107
ENSG00000225470.7|JPX	913.9	967.62	977.38	1108.18
ENSG00000225472.1|AL136366.1	29	23	26	25
ENSG00000225484.6|NUTM2B-AS1	148.25	172.47	172.54	176.73
ENSG00000225507.1|AC069282.1	34	39	27	32
ENSG00000225614.2|ZNF469	10	6	23	2
ENSG00000225630.1|MTND2P28	17.58	22.56	15.3	13.97
ENSG00000225648.5|SBDSP1	251	304.61	349.83	300.17
ENSG00000225649.5|AC064875.1	285	382	385	392
ENSG00000225655.5|BX255923.1	23.91	31.89	41.76	27
ENSG00000225663.7|MCRIP1	728	675	640	634
ENSG00000225684.3|FAM225B	523.71	733.77	578.6	748.4
ENSG00000225697.13|SLC26A6	366	468	428	433
ENSG00000225706.1|PTPRD-AS1	18	16	8	21
ENSG00000225733.5|FGD5-AS1	3709	4310	3866	4095
ENSG00000225760.2|LINC00431	4.07	14.82	11.38	19.17
ENSG00000225783.7|MIAT	1859.21	2091.14	2033.74	2000.53
ENSG00000225791.6|TRAM2-AS1	183	208	233	194
ENSG00000225792.1|AC004540.2	1224	1561.8	1263	1243
