Ctrl_602_R1B1	LMP_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2
ENSG00000048140.18|TSPAN17	859	948	874	979
ENSG00000048162.20|NOP16	364.14	323.91	319.62	381.71
ENSG00000048342.16|CC2D2A	475	513	486	523
ENSG00000048392.11|RRM2B	662	780	790	781
ENSG00000048405.10|ZNF800	245	261	322	312
ENSG00000048471.14|SNX29	193	203	217	233
ENSG00000048544.6|MRPS10	1049	1056	1186	1138
ENSG00000048649.13|RSF1	1606.53	1719.53	1824.42	1920.36
ENSG00000048707.15|VPS13D	551	548	559	654
ENSG00000048740.18|CELF2	2159	2098	2424	2324
ENSG00000048828.17|FAM120A	3093.29	3101.52	3386.4	3437.71
ENSG00000048991.16|R3HDM1	1398	1385	1398	1506
ENSG00000049089.15|COL9A2	408	510	402	455
ENSG00000049167.14|ERCC8	311.5	349.71	407.95	327.38
ENSG00000049192.15|ADAMTS6	161	111	146	109
ENSG00000049239.12|H6PD	837	882	810	867
ENSG00000049245.13|VAMP3	269	246	307	274
ENSG00000049246.14|PER3	884.95	958.92	908.89	909
ENSG00000049323.16|LTBP1	572	566	442	491
ENSG00000049449.9|RCN1	2474.47	2475.73	2609.13	2730.97
ENSG00000049540.17|ELN	785	875	559	796
ENSG00000049541.11|RFC2	1422	1366	1215	1512
ENSG00000049618.23|ARID1B	873.2	736.77	827.28	818.73
ENSG00000049656.14|CLPTM1L	1447	1393	1497	1591
ENSG00000049759.18|NEDD4L	1301	1463	1232	1339
ENSG00000049768.15|FOXP3	22	22	14.31	24
ENSG00000049769.13|PPP1R3F	118	118.92	114.28	168.73
ENSG00000049860.14|HEXB	2073.36	2097.72	2251.67	2225.98
ENSG00000049883.15|PTCD2	434	431	554	507
ENSG00000050130.18|JKAMP	939.93	990	1061	1136
ENSG00000050165.17|DKK3	6657	5943	7418	6705
ENSG00000050344.9|NFE2L3	475	464	489	424
ENSG00000050393.11|MCUR1	1019	1119	1252	1213
ENSG00000050405.13|LIMA1	3798	3554	4325	4016
ENSG00000050426.16|LETMD1	346	352	349	373
ENSG00000050438.17|SLC4A8	324	350	339	367
ENSG00000050555.18|LAMC3	12	13	2	6
ENSG00000050748.17|MAPK9	377	400	382	377
ENSG00000050820.17|BCAR1	905	998.1	877	1104
ENSG00000051009.10|FAM160A2	429	488	423	507
ENSG00000051108.15|HERPUD1	617	583	623	572
ENSG00000051128.19|HOMER3	823.34	876.96	706.77	886.71
ENSG00000051180.17|RAD51	677	668	656	720
ENSG00000051341.14|POLQ	698	869	766	1005
ENSG00000051382.8|PIK3CB	358	327	410	417
ENSG00000051596.9|THOC3	384.45	400.1	338.11	405.42
ENSG00000051620.11|HEBP2	146	166	171	190
ENSG00000051825.14|MPHOSPH9	443	541.28	529	609
ENSG00000052126.14|PLEKHA5	38	48	45	52
ENSG00000052723.11|SIKE1	977	1193	1250	1199
ENSG00000052749.13|RRP12	653	586.34	595	681
ENSG00000052795.13|FNIP2	326	389	385	411
ENSG00000052802.13|MSMO1	846	853	1215	1058
ENSG00000052841.15|TTC17	1709	1757	1959	1899
ENSG00000053254.15|FOXN3	540.62	517.06	530.7	437.48
ENSG00000053371.12|AKR7A2	712	628	666	675
ENSG00000053372.5|MRTO4	1275	1133	1133	1168
ENSG00000053438.10|NNAT	12	22	13	11
ENSG00000053501.13|USE1	416	372	376	465
ENSG00000053524.12|MCF2L2	46.57	44	67.45	52.15
ENSG00000053702.15|NRIP2	36	32	42	40
ENSG00000053747.16|LAMA3	8	11	15	9
ENSG00000053770.12|AP5M1	652	730	728	822
ENSG00000053900.10|ANAPC4	515	525	598	588
ENSG00000053918.16|KCNQ1	19	11	15	15
ENSG00000054116.12|TRAPPC3	500	538	526	547
ENSG00000054118.15|THRAP3	3381.55	3410.92	3420.16	3661.86
ENSG00000054148.17|PHPT1	829	744	654	785
ENSG00000054179.12|ENTPD2	14	23	25	29
ENSG00000054267.22|ARID4B	1164.24	1301.99	1279.32	1322.81
ENSG00000054277.14|OPN3	100.22	107.18	153.19	159.15
ENSG00000054282.16|SDCCAG8	331.42	348.45	345.32	355.57
ENSG00000054356.14|PTPRN	25	21	20	40
ENSG00000054392.13|HHAT	109	116	126	126
ENSG00000054523.17|KIF1B	2920.42	3159.97	3157.79	3197.56
ENSG00000054598.8|FOXC1	264	232	229	294
ENSG00000054611.14|TBC1D22A	238	168	170	156
ENSG00000054654.16|SYNE2	1742	1781	1768	2058
ENSG00000054690.13|PLEKHH1	270.5	327.72	298.94	339.03
ENSG00000054793.13|ATP9A	1699	1886	1953	2026
ENSG00000054965.10|FAM168A	3111	3273	3032	3324
ENSG00000054967.13|RELT	343	349	311	393
ENSG00000054983.17|GALC	197	195	197	166
ENSG00000055044.11|NOP58	1441.72	1581.28	1513.78	1413.51
ENSG00000055070.17|SZRD1	2411.91	2563.73	2280.9	2656.92
ENSG00000055118.14|KCNH2	279	319	230	321
ENSG00000055130.16|CUL1	969	1002.15	997.95	1022
ENSG00000055147.19|FAM114A2	248	254	316	280
ENSG00000055163.20|CYFIP2	563	588	487	508
ENSG00000055208.19|TAB2	851	899	991	988
ENSG00000055211.14|GINM1	389	363	367	350
ENSG00000055332.18|EIF2AK2	1831.99	2030.98	2105	2284.93
ENSG00000055483.19|USP36	977	987	898	1057
ENSG00000055609.18|KMT2C	911	775	878	873
ENSG00000055917.15|PUM2	2569	2749	2870	2799
ENSG00000055950.16|MRPL43	303.21	373.89	343.51	334.17
ENSG00000055955.16|ITIH4	21.73	33.58	35.91	21.3
ENSG00000056050.7|HPF1	490	477	455	540
ENSG00000056097.16|ZFR	3525	3667	3771	4064
ENSG00000056277.16|ZNF280C	118	116	134	152
ENSG00000056487.16|PHF21B	304	296	326	342
ENSG00000056558.11|TRAF1	16	17	28	19
ENSG00000056586.16|RC3H2	1321	1641	1766	1781
ENSG00000056736.10|IL17RB	74	72	66	70
ENSG00000056972.19|TRAF3IP2	382	403	366	492
ENSG00000056998.20|GYG2	374	291	291	286
ENSG00000057019.16|DCBLD2	750	936	811	849
ENSG00000057252.13|SOAT1	678	843	867	936
ENSG00000057608.17|GDI2	4290.95	4469.95	4823	4695.39
ENSG00000057663.16|ATG5	211	215	314	277
ENSG00000057704.13|TMCC3	303	334	312	348
ENSG00000057757.10|PITHD1	785	871	831	898
ENSG00000057935.13|MTA3	1096	1030	1056	1122
ENSG00000058056.9|USP13	698	736	773	794
ENSG00000058063.16|ATP11B	1208.71	1513.38	1542.41	1570.59
ENSG00000058085.14|LAMC2	43	51	41	56
ENSG00000058091.17|CDK14	935	749	1177	844
ENSG00000058262.10|SEC61A1	6156.67	6053.57	6535.57	7167.59
ENSG00000058272.19|PPP1R12A	881.89	909.23	1160.14	1001.92
ENSG00000058404.20|CAMK2B	173	167	127	135
ENSG00000058453.17|CROCC	302.65	271.53	250.83	319.4
ENSG00000058600.16|POLR3E	558	622	627	647
ENSG00000058668.14|ATP2B4	593	621	650	645
ENSG00000058673.16|ZC3H11A	3239.35	3500.58	3509.03	3585.62
ENSG00000058729.11|RIOK2	591	690	687.98	760
ENSG00000058799.15|YIPF1	119	130	143	115
ENSG00000058804.12|NDC1	825	912	836	898
ENSG00000058866.15|DGKG	125	120	142	162
ENSG00000059122.16|FLYWCH1	341	392	362	397
ENSG00000059145.18|UNKL	58.67	94.2	82.69	93.81
ENSG00000059378.12|PARP12	153	125	191	152
ENSG00000059573.9|ALDH18A1	1478	1379	1421	1496
ENSG00000059588.10|TARBP1	505	537	518	476
ENSG00000059691.12|GATB	483.08	508.2	480	501.71
ENSG00000059728.11|MXD1	313.15	395	325	387.16
ENSG00000059758.8|CDK17	313	335	340	362
ENSG00000059769.20|DNAJC25	108	115	143	143
ENSG00000059804.16|SLC2A3	171	202.83	212.94	232.74
ENSG00000059915.17|PSD	82.65	89.6	80.65	97.6
ENSG00000060069.16|CTDP1	322	313	304	326
ENSG00000060138.13|YBX3	714	660	708	696
ENSG00000060237.17|WNK1	4105	4529	4325	4598
ENSG00000060339.14|CCAR1	2054	2262	2461	2661
ENSG00000060491.16|OGFR	869	1009	940	1049
ENSG00000060642.10|PIGV	133	158	124	137
ENSG00000060656.20|PTPRU	32	31	19	26
ENSG00000060688.13|SNRNP40	382	400	402	441
ENSG00000060709.15|RIMBP2	373.99	437.99	384.99	354
ENSG00000060749.15|QSER1	1922	2243	2334	2381
ENSG00000060762.19|MPC1	572	690	767	770
ENSG00000060971.18|ACAA1	404.06	478	376	559.9
ENSG00000060982.15|BCAT1	544	536	668	591
ENSG00000061273.18|HDAC7	886.61	1006.23	868.31	1141.81
ENSG00000061337.15|LZTS1	799	733	638	732
ENSG00000061455.11|PRDM6	13	13	18	16
ENSG00000061656.9|SPAG4	12	22	13	29
ENSG00000061676.15|NCKAP1	4270	4432	5313	5033
ENSG00000061794.13|MRPS35	475	534	548	547
ENSG00000061918.13|GUCY1B1	89	106	86	103
ENSG00000061936.9|SFSWAP	949	921	948	995
ENSG00000061938.18|TNK2	1363.97	1499	1285	1598.97
ENSG00000061987.16|MON2	583	748	856	830
ENSG00000062038.14|CDH3	14.72	13	11.99	9
ENSG00000062194.16|GPBP1	3974	4084	4529	4117
ENSG00000062282.15|DGAT2	72	73	57	75
ENSG00000062370.16|ZNF112	264	297	300	333
ENSG00000062485.19|CS	3384.58	3286.79	3308.78	3504.09
ENSG00000062524.16|LTK	25	21	21	24
ENSG00000062582.14|MRPS24	505.99	479.71	461	539.36
ENSG00000062598.18|ELMO2	1771.99	1670	1886.98	1927
ENSG00000062650.19|WAPL	1006	1204	1190	1178
ENSG00000062716.13|VMP1	1321	1408	1657	1580
ENSG00000062725.10|APPBP2	1386	1541	1756	1724
ENSG00000062822.13|POLD1	629	709	506	767
ENSG00000063015.19|SEZ6	91	69	71	48
ENSG00000063046.17|EIF4B	4828.9	4853.84	4637.98	5010.54
ENSG00000063127.15|SLC6A16	41	27	20	43
ENSG00000063169.10|BICRA	243	209	218	265
ENSG00000063176.15|SPHK2	364.82	400.4	356.16	499.77
ENSG00000063177.13|RPL18	2929	2941	2426	2736
ENSG00000063180.9|CA11	163	160	141	162
ENSG00000063241.8|ISOC2	102	142	112	129
ENSG00000063244.12|U2AF2	4280	4324	3789	4866
ENSG00000063245.14|EPN1	1301.9	1387.42	1139	1486.92
ENSG00000063322.14|MED29	1445	1442	1298	1607
ENSG00000063438.17|AHRR	72.9	62.13	142.13	111.79
ENSG00000063587.14|ZNF275	339	341	396	426
ENSG00000063601.17|MTMR1	538	607	555	639
ENSG00000063660.9|GPC1	5193	4897	5923	6001
ENSG00000063761.16|ADCK1	208	163	178	163
ENSG00000063854.13|HAGH	328	373	364	422.03
ENSG00000063978.16|RNF4	1833	1995.31	1875.75	2275.05
ENSG00000064012.21|CASP8	371	394	446	468
ENSG00000064042.18|LIMCH1	1153	1047	1237	1161
ENSG00000064102.15|INTS13	495	472	514	493
ENSG00000064115.11|TM7SF3	784.26	824.68	800.58	815.41
ENSG00000064199.6|SPA17	343.66	351	377.79	343.83
ENSG00000064225.12|ST3GAL6	225	265.24	227	266
ENSG00000064300.9|NGFR	127	124	155.96	101
ENSG00000064309.14|CDON	104	123	116	110
ENSG00000064313.12|TAF2	895	881	992	1010
ENSG00000064393.16|HIPK2	618	648	648	704
ENSG00000064419.13|TNPO3	1346	1341	1428	1609
ENSG00000064489.22|BORCS8-MEF2B	75.04	76.64	46.72	95.14
ENSG00000064490.14|RFXANK	1046.52	998.2	855.51	1188.78
ENSG00000064545.14|TMEM161A	238	258	240	300
ENSG00000064547.14|LPAR2	465	550	394	488
ENSG00000064601.18|CTSA	2188.64	2085.14	1905.09	2318.28
ENSG00000064607.17|SUGP2	7089	8376	7583	8722
ENSG00000064651.14|SLC12A2	949	1170	1072	1164
ENSG00000064652.11|SNX24	340	371	464	423
ENSG00000064655.19|EYA2	128	102	143	132
ENSG00000064666.15|CNN2	1883.37	1882.34	1602.16	1956.05
ENSG00000064687.12|ABCA7	498	590	389	568
ENSG00000064692.19|SNCAIP	971.69	994	824	928
ENSG00000064703.12|DDX20	885	898.29	961.48	1002.68
ENSG00000064726.9|BTBD1	1884	2173	2055	2251
ENSG00000064763.11|FAR2	20	20	12	20
ENSG00000064787.13|BCAS1	12.33	7.35	10.06	17.35
ENSG00000064932.16|SBNO2	665	706	592	802
ENSG00000064933.17|PMS1	601	648	741	678
ENSG00000064961.19|HMG20B	1722	1690	1475	1805.93
ENSG00000064989.13|CALCRL	185	182	160	141
ENSG00000064995.17|TAF11	405	366	464	460
ENSG00000064999.15|ANKS1A	523	536	510	598
ENSG00000065000.17|AP3D1	6324	6866	5867	6982
ENSG00000065029.15|ZNF76	573	566	485	546
ENSG00000065054.14|SLC9A3R2	130	145	106	137
ENSG00000065057.8|NTHL1	153	136	129	180
ENSG00000065060.17|UHRF1BP1	587	678	708	763
ENSG00000065135.11|GNAI3	932	952.92	1122	1004
ENSG00000065150.19|IPO5	2897	2948	3230	3191
ENSG00000065154.11|OAT	583	660	690	757
ENSG00000065183.16|WDR3	1944	1783	2094	2121
ENSG00000065243.20|PKN2	881	1009	1158	1181
ENSG00000065268.10|WDR18	583	611	531	583
ENSG00000065308.5|TRAM2	2752	2669.99	3349	3484
ENSG00000065320.9|NTN1	804	804	812	883
ENSG00000065328.16|MCM10	1818	2035	1764	2284
ENSG00000065357.20|DGKA	333	317	389	440
ENSG00000065361.15|ERBB3	518	556	610	768
ENSG00000065413.20|ANKRD44	336	336	368	339
ENSG00000065427.14|KARS	2536	2398	2500	2587
ENSG00000065457.10|ADAT1	560	618	580	670
ENSG00000065485.20|PDIA5	185	215	208	226
ENSG00000065491.8|TBC1D22B	211.81	224.95	218.91	219.97
ENSG00000065518.8|NDUFB4	1072	998	1092	1176.99
ENSG00000065526.11|SPEN	1855	1976	1767	2095
ENSG00000065534.18|MYLK	207	239	263	257
ENSG00000065548.18|ZC3H15	1489	1501	1795	1641
ENSG00000065559.15|MAP2K4	551	565	617.99	639.96
ENSG00000065600.12|TMEM206	380	399	429	436
ENSG00000065613.14|SLK	759	943	909	1043
ENSG00000065615.14|CYB5R4	271	251	294	269
ENSG00000065665.21|SEC61A2	346.71	406.45	460.34	383.05
ENSG00000065675.14|PRKCQ	208	162	192	187
ENSG00000065717.15|TLE2	977	1061	915	1206
ENSG00000065802.12|ASB1	792	792	883	870
ENSG00000065809.13|FAM107B	621	661	740	759
ENSG00000065882.16|TBC1D1	896	901	870	911
ENSG00000065883.16|CDK13	1169	1250	1345	1323
ENSG00000065911.12|MTHFD2	913.96	1032.86	1052.93	1145.14
ENSG00000065923.10|SLC9A7	661	626	714	709
ENSG00000065970.9|FOXJ2	614	709	645	773
ENSG00000065978.19|YBX1	11191.07	10415.28	10271.64	11527.98
ENSG00000065989.16|AC011529.1	356	409	269	357
ENSG00000066027.12|PPP2R5A	806	813	927	890
ENSG00000066044.15|ELAVL1	2789.08	2743.73	2739	2929
ENSG00000066084.13|DIP2B	2172	2030	2094	1922
ENSG00000066117.14|SMARCD1	3690	3514	3405	3803
ENSG00000066135.13|KDM4A	1581	1674.8	1612.61	1861.57
ENSG00000066136.20|NFYC	614	564.86	563	577
ENSG00000066230.11|SLC9A3	72.11	99.04	88.69	94.97
ENSG00000066248.15|NGEF	328	337	332	413
ENSG00000066279.18|ASPM	3586	5042	4162	5062
ENSG00000066322.15|ELOVL1	489	505	538	595
ENSG00000066379.15|ZNRD1	221.25	230.75	269.07	280.65
ENSG00000066382.16|MPPED2	270	238	207	216
ENSG00000066422.4|ZBTB11	598.26	639.46	732.31	737.57
ENSG00000066427.22|ATXN3	180	243	229	220
ENSG00000066455.13|GOLGA5	768	735	790	765
ENSG00000066468.22|FGFR2	774	889	801	832
ENSG00000066557.6|LRRC40	305	360	411	379
ENSG00000066583.12|ISOC1	158	140	177	155
ENSG00000066629.17|EML1	750	795	784	952
ENSG00000066651.20|TRMT11	175	149	185	190
ENSG00000066654.14|THUMPD1	655	642	659	702
ENSG00000066697.14|MSANTD3	387	469	441.58	486
ENSG00000066735.14|KIF26A	242	270	204	308
ENSG00000066739.12|ATG2B	540	615	680	646
ENSG00000066777.9|ARFGEF1	1220	1137.11	1409.1	1313.11
ENSG00000066827.16|ZFAT	206	153	173	212
ENSG00000066855.16|MTFR1	346.19	413.15	462.22	432.4
ENSG00000066923.17|STAG3	233.19	261.58	270.63	304.83
ENSG00000066926.11|FECH	609	615	716	763
ENSG00000066933.16|MYO9A	851.45	891	956.66	941
ENSG00000067057.17|PFKP	1894	1959.99	1701	2228
ENSG00000067064.11|IDI1	1637	1764.76	2269	2221.19
ENSG00000067066.17|SP100	159	166	143.09	163.45
ENSG00000067082.15|KLF6	1611	1533	2143	2105
ENSG00000067113.17|PLPP1	129.07	137.76	142.04	120.7
ENSG00000067141.17|NEO1	1402	1314	1408	1444
ENSG00000067167.8|TRAM1	1568	1681	2013	1982
ENSG00000067177.15|PHKA1	453	406.62	483.31	473.94
ENSG00000067182.7|TNFRSF1A	669	699	774	891
ENSG00000067191.16|CACNB1	356	400	368	470
ENSG00000067208.14|EVI5	307	327	457	344
ENSG00000067221.14|STOML1	375	284	340	319
ENSG00000067225.18|PKM	24984	24603	22004	27175
ENSG00000067248.10|DHX29	1424	1479	1505	1557
ENSG00000067334.14|DNTTIP2	948	930	983	1010
ENSG00000067365.14|METTL22	223	208	236	258
ENSG00000067369.13|TP53BP1	3723.44	4002.5	4179.08	4546.6
ENSG00000067445.20|TRO	3044.56	3224.09	3132	3532
ENSG00000067533.6|RRP15	646	662	764	687
ENSG00000067560.11|RHOA	4052	3816	4257	4282
ENSG00000067596.11|DHX8	1519	1672	1526	1803
ENSG00000067601.8|PMS2P4	41.4	25	52	36
ENSG00000067606.17|PRKCZ	35.14	25.98	28.2	26.79
ENSG00000067704.10|IARS2	1962	2252	2318	2184
ENSG00000067829.19|IDH3G	580.59	516	491.52	593.91
ENSG00000067836.12|ROGDI	202	258	240.5	254.42
ENSG00000067840.12|PDZD4	653	596	539	711
ENSG00000067900.8|ROCK1	1535.85	1527.87	1807.29	1773.89
ENSG00000067955.14|CBFB	1250	1360	1406	1506
ENSG00000067992.14|PDK3	363	422	405	484
ENSG00000068001.14|HYAL2	523	455	492	500
ENSG00000068024.16|HDAC4	310	280	275	300
ENSG00000068028.17|RASSF1	264	331.66	257.25	316.21
ENSG00000068078.18|FGFR3	202	191	206	206
ENSG00000068079.7|IFI35	127	166	111	167
ENSG00000068097.14|HEATR6	811	784	885	935
ENSG00000068120.15|COASY	1086	1060	1073	1253
ENSG00000068137.15|PLEKHH3	437	504	462	563
ENSG00000068305.17|MEF2A	1598	1680	1754	1702.07
ENSG00000068308.13|OTUD5	1508	1349	1377	1626
ENSG00000068323.17|TFE3	1194	1177	1184	1404
ENSG00000068354.16|TBC1D25	470	389.88	364.95	470.81
ENSG00000068366.19|ACSL4	231	265	274	299
ENSG00000068383.19|INPP5A	262	238.32	285	253.29
ENSG00000068394.11|GPKOW	709	679	578	704
ENSG00000068400.13|GRIPAP1	2027	1951	1830	2374
ENSG00000068438.15|FTSJ1	803	822	870	946
ENSG00000068489.12|PRR11	1117	1611.92	1213.95	1588.78
ENSG00000068615.18|REEP1	523	509	530	500
ENSG00000068650.18|ATP11A	516	574	648	721
ENSG00000068654.16|POLR1A	2135	2151	1944	2245
ENSG00000068697.7|LAPTM4A	2586	2832	2842	2879
ENSG00000068724.16|TTC7A	214	191	164	226
ENSG00000068745.15|IP6K2	1276	1397	1230	1475
ENSG00000068784.13|SRBD1	644	675	608	622
ENSG00000068796.16|KIF2A	1494	1647	1794	1947
ENSG00000068831.19|RASGRP2	82	73	69	94
ENSG00000068878.15|PSME4	2082	2185.97	2289.99	2196
ENSG00000068885.15|IFT80	820.41	996.13	1012.19	1102.74
ENSG00000068903.20|SIRT2	981	988	968	1145
ENSG00000068912.14|ERLEC1	1096	1213	1310	1319
ENSG00000068971.14|PPP2R5B	537	560	541	614
ENSG00000068976.14|PYGM	15	15	14	15
ENSG00000069011.16|PITX1	83	86	54.43	63
ENSG00000069020.18|MAST4	86	111	123	97
ENSG00000069248.12|NUP133	1300	1442	1498	1528
ENSG00000069275.13|NUCKS1	9256	10403.97	9544	10252
ENSG00000069329.17|VPS35	2382	2616	2756	2884
ENSG00000069345.12|DNAJA2	1484	1544	1674	1706
ENSG00000069399.15|BCL3	122	109	147	149
ENSG00000069424.14|KCNAB2	44	48	24	28
ENSG00000069493.15|CLEC2D	71.85	72.03	102.67	92.24
ENSG00000069509.6|FUNDC1	467	454	511	520
ENSG00000069667.16|RORA	554	688.39	842	817
ENSG00000069702.11|TGFBR3	217	232	280	251
ENSG00000069849.11|ATP1B3	1795	1884	2096	2046
ENSG00000069869.16|NEDD4	564	627	738	709
ENSG00000069943.10|PIGB	25.25	29.76	44.86	30.79
ENSG00000069956.12|MAPK6	1762	1982	2047	2113
ENSG00000069966.18|GNB5	583	611	624	680
ENSG00000069974.16|RAB27A	67	99	90.19	113
ENSG00000069998.12|HDHD5	737	694	675	772
ENSG00000070010.19|UFD1	1459	1640.98	1670.55	1911.95
ENSG00000070018.9|LRP6	1756	1741	2016	1966
ENSG00000070047.12|PHRF1	1313	1304	1153	1559
ENSG00000070061.15|ELP1	1433	1541	1737	1804
ENSG00000070081.16|NUCB2	882	1059.98	989	1082
ENSG00000070087.14|PFN2	4026	3870	4114	3924
ENSG00000070159.14|PTPN3	707	739	779	835
ENSG00000070182.20|SPTB	55	38	34.22	30
ENSG00000070214.16|SLC44A1	1814	2035	1996	2119
ENSG00000070269.14|TMEM260	320	357	430	404
ENSG00000070366.14|SMG6	1171.49	1138.88	1072.14	1210.56
ENSG00000070367.16|EXOC5	1764.98	1954.98	2174.98	2097
ENSG00000070371.16|CLTCL1	232	249	196	260
ENSG00000070404.10|FSTL3	196	222	119	237
ENSG00000070413.20|DGCR2	1614	1707	1621	1774
ENSG00000070423.18|RNF126	385	477	370	483
ENSG00000070444.15|MNT	746.14	774.61	638.12	800.82
ENSG00000070476.15|ZXDC	614	680	723	745
ENSG00000070495.14|JMJD6	493	467	532	596
ENSG00000070501.12|POLB	196	235	248	213
ENSG00000070540.13|WIPI1	246.85	246.59	267.31	234.69
ENSG00000070601.10|FRMPD1	41	36	34	28
ENSG00000070610.14|GBA2	2946.81	3027	2937.42	3408.44
ENSG00000070614.15|NDST1	1619	1794	1477	1754
ENSG00000070669.17|ASNS	794.86	810.29	954.53	901.45
ENSG00000070718.12|AP3M2	421	441	527	539
ENSG00000070731.10|ST6GALNAC2	7.81	11.69	9.3	11.45
ENSG00000070756.16|PABPC1	10100	10078	9225.98	10126
ENSG00000070759.17|TESK2	35	39	32	41
ENSG00000070761.8|CFAP20	581	609	545.91	599
ENSG00000070770.9|CSNK2A2	1439	1544	1519	1649
ENSG00000070778.13|AL162171.1	548.88	494	646	637.94
ENSG00000070785.16|EIF2B3	369	306	391	371
ENSG00000070814.19|TCOF1	1017.94	1062.57	1021.81	1203
ENSG00000070831.16|CDC42	5127.91	5453.85	5874.88	5604.82
ENSG00000070882.13|OSBPL3	1042	1056	1109	1079
ENSG00000070950.10|RAD18	632	715	638	747
ENSG00000070961.15|ATP2B1	2408	2340.49	2714	2531
ENSG00000071051.14|NCK2	970.53	925.08	1011	975.67
ENSG00000071054.16|MAP4K4	8041	8224	8650	8617
ENSG00000071073.13|MGAT4A	1250	1204	1336	1248
ENSG00000071082.11|RPL31	4610.99	4852	4765	4866
ENSG00000071127.17|WDR1	5109	4773	4998	5549
ENSG00000071189.21|SNX13	1078	1189	1289	1176
ENSG00000071205.11|ARHGAP10	61	63	75	65
ENSG00000071242.12|RPS6KA2	1837	1361	2152	1889
ENSG00000071243.16|ING3	272	288	276	291
ENSG00000071246.11|VASH1	6513.81	6681.82	6331.55	7769.97
ENSG00000071282.12|LMCD1	51	92	89	115
ENSG00000071462.11|BUD23	2032	1994	2016.21	2155.28
ENSG00000071537.14|SEL1L	2037	2126	2456	2226
ENSG00000071539.14|TRIP13	938	1120	1019	1176
ENSG00000071553.17|ATP6AP1	4203	4169	4021	4796
ENSG00000071564.15|TCF3	5789	6419	5259	6809
ENSG00000071575.11|TRIB2	13321	13127	15491	15407
ENSG00000071626.16|DAZAP1	1811	1826	1692	1984
ENSG00000071655.18|MBD3	2305.93	2431.9	2263.15	2482.68
ENSG00000071794.16|HLTF	1104	1260	1183	1243
ENSG00000071859.15|FAM50A	2629	2452	2450	2892
ENSG00000071889.16|FAM3A	509	542	507	581
ENSG00000071894.17|CPSF1	3034	3399	2833	3758
ENSG00000071909.18|MYO3B	25	21	36	29
ENSG00000071967.12|CYBRD1	1313	1362	1507	1658
ENSG00000071994.10|PDCD2	502	492	598	532
ENSG00000072042.13|RDH11	1497	1491	1765.85	1789.47
ENSG00000072062.13|PRKACA	1827	1916	1645	2032
ENSG00000072071.16|ADGRL1	1258.47	1295.3	974.37	1197.68
ENSG00000072110.13|ACTN1	2643.63	2617.5	2415	3316.81
ENSG00000072121.16|ZFYVE26	815.87	895.02	854.81	955
ENSG00000072134.15|EPN2	2278.87	2011.51	2122.68	2183.18
ENSG00000072135.13|PTPN18	641	625	585	705
ENSG00000072182.12|ASIC4	82	83	65	94
ENSG00000072195.15|SPEG	864.72	923.2	852.16	1088.98
ENSG00000072201.13|LNX1	146.97	187.34	151.07	189.43
ENSG00000072210.18|ALDH3A2	2509	2519	2786	3011
ENSG00000072274.13|TFRC	2887	3303	3387	3361
ENSG00000072310.16|SREBF1	593.17	693.17	611.7	679.87
ENSG00000072364.13|AFF4	1900	2278	2369	2446
ENSG00000072401.15|UBE2D1	349	370	412	403
ENSG00000072415.8|MPP5	481	471	516	536
ENSG00000072422.17|RHOBTB1	762	766	840	919
ENSG00000072501.17|SMC1A	6326	6972	6105	7690
ENSG00000072506.12|HSD17B10	1812	1715	1715	1996
ENSG00000072518.20|MARK2	1165	1173	1117	1342
ENSG00000072571.20|HMMR	528	730	599	639
ENSG00000072609.17|CHFR	527	534	540	600
ENSG00000072682.18|P4HA2	33	31	16	39
ENSG00000072736.19|NFATC3	705	648.2	791.83	785.78
ENSG00000072756.17|TRNT1	312.79	349.34	348.9	418.97
ENSG00000072778.20|ACADVL	3126	3208	2797	3382
ENSG00000072786.13|STK10	387	365	382	431
ENSG00000072803.17|FBXW11	927	1025	1049	1008
ENSG00000072818.12|ACAP1	23	21	15	24
ENSG00000072832.14|CRMP1	6354	6347.11	6453.04	7532.02
ENSG00000072840.13|EVC	1011	1147.89	1140.96	1430.98
ENSG00000072849.11|DERL2	616.45	580.79	633.4	685.73
ENSG00000072858.10|SIDT1	14	13	9	10
ENSG00000072864.15|NDE1	1036.99	1079.98	1011.9	1149.92
ENSG00000072952.18|MRVI1	37	49	50	54
ENSG00000072954.7|TMEM38A	183	174	148	192
ENSG00000072958.8|AP1M1	1521	1426	1460	1716
ENSG00000073008.15|PVR	841.86	920.19	991.54	967.5
ENSG00000073050.11|XRCC1	804	796	757.98	1047.97
ENSG00000073060.16|SCARB1	453	496	387	531
ENSG00000073111.14|MCM2	2437.74	2218.42	1967.06	2254.74
ENSG00000073150.13|PANX2	19	30	27	43
ENSG00000073169.14|SELENOO	218.23	228.58	208.94	244.75
ENSG00000073282.13|TP63	21	13	10	8
ENSG00000073417.15|PDE8A	668	589	632	617
ENSG00000073464.12|CLCN4	329	387	402	382
ENSG00000073536.18|NLE1	353	384.86	319	351
ENSG00000073578.17|SDHA	3103.2	3034.29	2955.15	3578.24
ENSG00000073584.20|SMARCE1	3213.3	3134.68	3210.55	3440.83
ENSG00000073605.18|GSDMB	271	267	294	359
ENSG00000073614.12|KDM5A	1248	1210	1321	1405.86
ENSG00000073670.14|ADAM11	219	226	167	204
ENSG00000073711.11|PPP2R3A	320	288	310	316
