Ctrl_602_R1B1	Ola_602_R1B1	Ctrl_602_R2B2	Ola_602_R2B2
ENSG00000048028.11|USP28	552	618	647	599
ENSG00000048052.21|HDAC9	1347	1737	1757	1819
ENSG00000048140.18|TSPAN17	859	1044	874	948
ENSG00000048162.20|NOP16	364.14	384.12	319.62	319.35
ENSG00000048342.16|CC2D2A	475	549	486	429
ENSG00000048392.11|RRM2B	662	838	790	721
ENSG00000048405.10|ZNF800	245	308	322	268
ENSG00000048471.14|SNX29	193	270	217	244
ENSG00000048544.6|MRPS10	1049	1214	1186	1101
ENSG00000048649.13|RSF1	1606.53	2078.13	1824.42	1736
ENSG00000048707.15|VPS13D	551	702	559	603
ENSG00000048740.18|CELF2	2159	2637	2424	2237
ENSG00000048828.17|FAM120A	3093.29	3398.12	3386.4	3201.18
ENSG00000048991.16|R3HDM1	1398	1492	1398	1290
ENSG00000049089.15|COL9A2	408	440	402	416
ENSG00000049167.14|ERCC8	311.5	382.59	407.95	341.41
ENSG00000049192.15|ADAMTS6	161	156	146	117
ENSG00000049239.12|H6PD	837	988	810	856
ENSG00000049245.13|VAMP3	269	285	307	261
ENSG00000049246.14|PER3	884.95	1184.95	908.89	854.84
ENSG00000049323.16|LTBP1	572	692	442	468
ENSG00000049449.9|RCN1	2474.47	2530.54	2609.13	2288.39
ENSG00000049540.17|ELN	785	773	559	543
ENSG00000049541.11|RFC2	1422	1512	1215	1348
ENSG00000049618.23|ARID1B	873.2	1019.42	827.28	865.18
ENSG00000049656.14|CLPTM1L	1447	1630	1497	1497
ENSG00000049759.18|NEDD4L	1301	1536	1232	1208
ENSG00000049768.15|FOXP3	22	17.64	14.31	14
ENSG00000049769.13|PPP1R3F	118	148.96	114.28	116.68
ENSG00000049860.14|HEXB	2073.36	2312.06	2251.67	2213.55
ENSG00000049883.15|PTCD2	434	511	554	458
ENSG00000050130.18|JKAMP	939.93	1086.96	1061	965
ENSG00000050165.17|DKK3	6657	7779	7418	7612
ENSG00000050344.9|NFE2L3	475	490	489	394
ENSG00000050393.11|MCUR1	1019	1314	1252	1125
ENSG00000050405.13|LIMA1	3798	4349	4325	3835
ENSG00000050426.16|LETMD1	346	437	349	353
ENSG00000050438.17|SLC4A8	324	424	339	304
ENSG00000050748.17|MAPK9	377	406	382	329
ENSG00000050820.17|BCAR1	905	1063	877	1024.21
ENSG00000051009.10|FAM160A2	429	567	423	462
ENSG00000051108.15|HERPUD1	617	629	623	595
ENSG00000051128.19|HOMER3	823.34	904.54	706.77	711.88
ENSG00000051180.17|RAD51	677	659	656	556
ENSG00000051341.14|POLQ	698	923	766	765
ENSG00000051382.8|PIK3CB	358	425	410	374
ENSG00000051596.9|THOC3	384.45	391.08	338.11	340.31
ENSG00000051620.11|HEBP2	146	155	171	155
ENSG00000051825.14|MPHOSPH9	443	555.81	529	497.47
ENSG00000052126.14|PLEKHA5	38	50	45	45
ENSG00000052723.11|SIKE1	977	1260	1250	1106
ENSG00000052749.13|RRP12	653	637.01	595	602
ENSG00000052795.13|FNIP2	326	463	385	366
ENSG00000052802.13|MSMO1	846	989	1215	1095
ENSG00000052841.15|TTC17	1709	2030	1959	1718
ENSG00000053254.15|FOXN3	540.62	726	530.7	469.57
ENSG00000053371.12|AKR7A2	712	763.97	666	654
ENSG00000053372.5|MRTO4	1275	1255	1133	1100
ENSG00000053438.10|NNAT	12	15	13	6
ENSG00000053501.13|USE1	416	439	376	373
ENSG00000053524.12|MCF2L2	46.57	62	67.45	45
ENSG00000053702.15|NRIP2	36	39	42	33
ENSG00000053770.12|AP5M1	652	791	728	711
ENSG00000053900.10|ANAPC4	515	597	598	517
ENSG00000053918.16|KCNQ1	19	27	15	24
ENSG00000054116.12|TRAPPC3	500	612	526	549
ENSG00000054118.15|THRAP3	3381.55	3684.21	3420.16	3091.56
ENSG00000054148.17|PHPT1	829	729	654	654
ENSG00000054179.12|ENTPD2	14	30	25	22
ENSG00000054267.22|ARID4B	1164.24	1425.11	1279.32	1233.09
ENSG00000054277.14|OPN3	100.22	121.23	153.19	126.54
ENSG00000054282.16|SDCCAG8	331.42	406.99	345.32	351.7
ENSG00000054356.14|PTPRN	25	33	20	36
ENSG00000054392.13|HHAT	109	120	126	126
ENSG00000054523.17|KIF1B	2920.42	3652.73	3157.79	2860.13
ENSG00000054598.8|FOXC1	264	275	229	273
ENSG00000054611.14|TBC1D22A	238	189	170	186
ENSG00000054654.16|SYNE2	1742	2100	1768	1800
ENSG00000054690.13|PLEKHH1	270.5	293.24	298.94	249.11
ENSG00000054793.13|ATP9A	1699	2180	1953	1821
ENSG00000054965.10|FAM168A	3111	3527	3032	2952
ENSG00000054967.13|RELT	343	407	311	354
ENSG00000054983.17|GALC	197	206	197	155
ENSG00000055044.11|NOP58	1441.72	1621.39	1513.78	1415.57
ENSG00000055070.17|SZRD1	2411.91	2702.51	2280.9	2273
ENSG00000055118.14|KCNH2	279	296	230	299
ENSG00000055130.16|CUL1	969	1064.38	997.95	943.02
ENSG00000055147.19|FAM114A2	248	287	316	240
ENSG00000055163.20|CYFIP2	563	664	487	517
ENSG00000055208.19|TAB2	851	1022	991	907
ENSG00000055211.14|GINM1	389	390	367	385
ENSG00000055332.18|EIF2AK2	1831.99	2255	2105	1934
ENSG00000055483.19|USP36	977	1099	898	922
ENSG00000055609.18|KMT2C	911	1008	878	840
ENSG00000055917.15|PUM2	2569	3011	2870	2699
ENSG00000055950.16|MRPL43	303.21	413.03	343.51	335
ENSG00000055955.16|ITIH4	21.73	22.46	35.91	11.48
ENSG00000056050.7|HPF1	490	479	455	432
ENSG00000056097.16|ZFR	3525	3989	3771	3380
ENSG00000056277.16|ZNF280C	118	137	134	112
ENSG00000056487.16|PHF21B	304	390	326	313
ENSG00000056558.11|TRAF1	16	18	28	9
ENSG00000056586.16|RC3H2	1321	1793	1766	1577
ENSG00000056736.10|IL17RB	74	82	66	82
ENSG00000056972.19|TRAF3IP2	382	439	366	327.27
ENSG00000056998.20|GYG2	374	342	291	265
ENSG00000057019.16|DCBLD2	750	917	811	757
ENSG00000057252.13|SOAT1	678	879	867	783
ENSG00000057608.17|GDI2	4290.95	5060.95	4823	4476.08
ENSG00000057663.16|ATG5	211	263	314	276
ENSG00000057704.13|TMCC3	303	367	312	289
ENSG00000057757.10|PITHD1	785	923	831	775
ENSG00000057935.13|MTA3	1096	1244	1056	1035
ENSG00000058056.9|USP13	698	888	773	755
ENSG00000058063.16|ATP11B	1208.71	1649.07	1542.41	1515.37
ENSG00000058085.14|LAMC2	43	41	41	44
ENSG00000058091.17|CDK14	935	1144.31	1177	1053
ENSG00000058262.10|SEC61A1	6156.67	6815.78	6535.57	6538.19
ENSG00000058272.19|PPP1R12A	881.89	1097.63	1160.14	967.06
ENSG00000058404.20|CAMK2B	173	193	127	117
ENSG00000058453.17|CROCC	302.65	384.51	250.83	276.87
ENSG00000058600.16|POLR3E	558	667	627	619
ENSG00000058668.14|ATP2B4	593	687	650	628
ENSG00000058673.16|ZC3H11A	3239.35	3681.58	3509.03	3497.26
ENSG00000058729.11|RIOK2	591	705	687.98	625.8
ENSG00000058799.15|YIPF1	119	152	143	130
ENSG00000058804.12|NDC1	825	1046	836	807
ENSG00000058866.15|DGKG	125	141	142	114
ENSG00000059122.16|FLYWCH1	341	399	362	377
ENSG00000059145.18|UNKL	58.67	88.43	82.69	85.28
ENSG00000059378.12|PARP12	153	157	191	149
ENSG00000059573.9|ALDH18A1	1478	1591	1421	1333
ENSG00000059588.10|TARBP1	505	569	518	426
ENSG00000059691.12|GATB	483.08	629.7	480	434.89
ENSG00000059728.11|MXD1	313.15	424.67	325	331.02
ENSG00000059758.8|CDK17	313	397	340	303
ENSG00000059769.20|DNAJC25	108	158	143	114
ENSG00000059804.16|SLC2A3	171	180.84	212.94	206.97
ENSG00000059915.17|PSD	82.65	102.44	80.65	88.32
ENSG00000060069.16|CTDP1	322	359	304	297
ENSG00000060138.13|YBX3	714	824	708	781
ENSG00000060237.17|WNK1	4105	5242	4325	4204
ENSG00000060339.14|CCAR1	2054	2495	2461	2217
ENSG00000060491.16|OGFR	869	1006	940	889
ENSG00000060642.10|PIGV	133	160	124	112
ENSG00000060656.20|PTPRU	32	39	19	27
ENSG00000060688.13|SNRNP40	382	452	402	424
ENSG00000060709.15|RIMBP2	373.99	536.98	384.99	456.98
ENSG00000060749.15|QSER1	1922	2488	2334	2052
ENSG00000060762.19|MPC1	572	697	767	721
ENSG00000060971.18|ACAA1	404.06	446.61	376	386.87
ENSG00000060982.15|BCAT1	544	623	668	578
ENSG00000061273.18|HDAC7	886.61	935.82	868.31	875.85
ENSG00000061337.15|LZTS1	799	872	638	715
ENSG00000061455.11|PRDM6	13	19	18	19
ENSG00000061656.9|SPAG4	12	38	13	25
ENSG00000061676.15|NCKAP1	4270	5266	5313	4523
ENSG00000061794.13|MRPS35	475	615	548	512
ENSG00000061918.13|GUCY1B1	89	117	86	76
ENSG00000061936.9|SFSWAP	949	990	948	954
ENSG00000061938.18|TNK2	1363.97	1645.97	1285	1447
ENSG00000061987.16|MON2	583	891	856	723
ENSG00000062038.14|CDH3	14.72	14.62	11.99	13
ENSG00000062194.16|GPBP1	3974	4762	4529	4075
ENSG00000062282.15|DGAT2	72	68	57	37
ENSG00000062370.16|ZNF112	264	309	300	299
ENSG00000062485.19|CS	3384.58	3705.83	3308.78	3216.76
ENSG00000062524.16|LTK	25	23	21	23
ENSG00000062582.14|MRPS24	505.99	574	461	469.18
ENSG00000062598.18|ELMO2	1771.99	1892.76	1886.98	1728.99
ENSG00000062650.19|WAPL	1006	1172	1190	1075
ENSG00000062716.13|VMP1	1321	1718	1657	1623
ENSG00000062725.10|APPBP2	1386	1830	1756	1571
ENSG00000062822.13|POLD1	629	783	506	600.07
ENSG00000063015.19|SEZ6	91	104	71	59
ENSG00000063046.17|EIF4B	4828.9	5421.77	4637.98	4419.82
ENSG00000063127.15|SLC6A16	41	41	20	39
ENSG00000063169.10|BICRA	243	248	218	205
ENSG00000063176.15|SPHK2	364.82	475.08	356.16	451.58
ENSG00000063177.13|RPL18	2929	3071	2426	2679
ENSG00000063180.9|CA11	163	154	141	144
ENSG00000063241.8|ISOC2	102	179	112	131
ENSG00000063244.12|U2AF2	4280	4655	3789	4057
ENSG00000063245.14|EPN1	1301.9	1449.63	1139	1310.95
ENSG00000063322.14|MED29	1445	1452	1298	1321
ENSG00000063438.17|AHRR	72.9	130.08	142.13	118.58
ENSG00000063587.14|ZNF275	339	442	396	323
ENSG00000063601.17|MTMR1	538	672	555	601
ENSG00000063660.9|GPC1	5193	6362	5923	7329
ENSG00000063761.16|ADCK1	208	186	178	165
ENSG00000063854.13|HAGH	328	370	364	391
ENSG00000063978.16|RNF4	1833	2164	1875.75	1851
ENSG00000064012.21|CASP8	371	415	446	364
ENSG00000064042.18|LIMCH1	1153	1269	1237	1068
ENSG00000064102.15|INTS13	495	512	514	489
ENSG00000064115.11|TM7SF3	784.26	927.15	800.58	793.92
ENSG00000064199.6|SPA17	343.66	399.2	377.79	356.16
ENSG00000064225.12|ST3GAL6	225	232.73	227	192
ENSG00000064270.12|ATP2C2	7	15.3	14.3	11.68
ENSG00000064300.9|NGFR	127	141	155.96	126
ENSG00000064309.14|CDON	104	133	116	115
ENSG00000064313.12|TAF2	895	1059	992	867
ENSG00000064393.16|HIPK2	618	763	648	574
ENSG00000064419.13|TNPO3	1346	1553	1428	1509
ENSG00000064489.22|BORCS8-MEF2B	75.04	83.73	46.72	46.55
ENSG00000064490.14|RFXANK	1046.52	1095.07	855.51	874.66
ENSG00000064545.14|TMEM161A	238	309	240	295
ENSG00000064547.14|LPAR2	465	483	394	384
ENSG00000064601.18|CTSA	2188.64	2222.11	1905.09	2145.4
ENSG00000064607.17|SUGP2	7089	8781	7583	7563
ENSG00000064651.14|SLC12A2	949	1297	1072	979
ENSG00000064652.11|SNX24	340	466	464	440
ENSG00000064655.19|EYA2	128	171	143	147
ENSG00000064666.15|CNN2	1883.37	2144.62	1602.16	1796.12
ENSG00000064687.12|ABCA7	498	506	389	437
ENSG00000064692.19|SNCAIP	971.69	1122	824	688
ENSG00000064703.12|DDX20	885	1046.87	961.48	850.89
ENSG00000064726.9|BTBD1	1884	2247	2055	1849
ENSG00000064763.11|FAR2	20	17	12	15
ENSG00000064787.13|BCAS1	12.33	15.41	10.06	11.59
ENSG00000064932.16|SBNO2	665	719	592	634
ENSG00000064933.17|PMS1	601	754	741	603
ENSG00000064961.19|HMG20B	1722	1897	1475	1513
ENSG00000064989.13|CALCRL	185	191	160	127
ENSG00000064995.17|TAF11	405	427	464	418
ENSG00000064999.15|ANKS1A	523	653	510	530
ENSG00000065000.17|AP3D1	6324	7370	5867	6281
ENSG00000065029.15|ZNF76	573	602	485	478
ENSG00000065054.14|SLC9A3R2	130	151	106	134
ENSG00000065057.8|NTHL1	153	152	129	133
ENSG00000065060.17|UHRF1BP1	587	755	708	662
ENSG00000065135.11|GNAI3	932	1020	1122	1116
ENSG00000065150.19|IPO5	2897	3199	3230	3000
ENSG00000065154.11|OAT	583	722	690	648
ENSG00000065183.16|WDR3	1944	2163	2094	1873
ENSG00000065243.20|PKN2	881	1206	1158	1033
ENSG00000065268.10|WDR18	583	655	531	591
ENSG00000065308.5|TRAM2	2752	3237.96	3349	3408
ENSG00000065320.9|NTN1	804	911	812	817
ENSG00000065328.16|MCM10	1818	2067	1764	1741
ENSG00000065357.20|DGKA	333	380	389	369
ENSG00000065361.15|ERBB3	518	574	610	595
ENSG00000065413.20|ANKRD44	336	464	368	342
ENSG00000065427.14|KARS	2536	2594.53	2500	2501
ENSG00000065457.10|ADAT1	560	704	580	512
ENSG00000065485.20|PDIA5	185	169	208	227
ENSG00000065491.8|TBC1D22B	211.81	249.36	218.91	206
ENSG00000065518.8|NDUFB4	1072	1246	1092	1001
ENSG00000065526.11|SPEN	1855	2126	1767	1763
ENSG00000065534.18|MYLK	207	314	263	277
ENSG00000065548.18|ZC3H15	1489	1627	1795	1598
ENSG00000065559.15|MAP2K4	551	690.99	617.99	601
ENSG00000065600.12|TMEM206	380	428	429	419
ENSG00000065613.14|SLK	759	919	909	879
ENSG00000065615.14|CYB5R4	271	324	294	268
ENSG00000065665.21|SEC61A2	346.71	462.75	460.34	347.03
ENSG00000065675.14|PRKCQ	208	214	192	192
ENSG00000065717.15|TLE2	977	1068	915	980
ENSG00000065802.12|ASB1	792	993	883	860
ENSG00000065809.13|FAM107B	621	708	740	676
ENSG00000065882.16|TBC1D1	896	998	870	822
ENSG00000065883.16|CDK13	1169	1400	1345	1185
ENSG00000065911.12|MTHFD2	913.96	1095.63	1052.93	980.85
ENSG00000065923.10|SLC9A7	661	764	714	715
ENSG00000065970.9|FOXJ2	614	670	645	675
ENSG00000065978.19|YBX1	11191.07	11464.84	10271.64	10015.31
ENSG00000065989.16|AC011529.1	356	392	269	278
ENSG00000066027.12|PPP2R5A	806	964	927	924
ENSG00000066044.15|ELAVL1	2789.08	3124	2739	2579.23
ENSG00000066084.13|DIP2B	2172	2399	2094	1901
ENSG00000066117.14|SMARCD1	3690	3964	3405	3395
ENSG00000066135.13|KDM4A	1581	1823	1612.61	1597.91
ENSG00000066136.20|NFYC	614	649.88	563	532.66
ENSG00000066230.11|SLC9A3	72.11	127	88.69	109.29
ENSG00000066248.15|NGEF	328	378	332	435
ENSG00000066279.18|ASPM	3586	5177	4162	4139
ENSG00000066322.15|ELOVL1	489	539	538	546
ENSG00000066379.15|ZNRD1	221.25	235.83	269.07	273.26
ENSG00000066382.16|MPPED2	270	286	207	191
ENSG00000066422.4|ZBTB11	598.26	711.03	732.31	717.67
ENSG00000066427.22|ATXN3	180	242	229	172
ENSG00000066455.13|GOLGA5	768	800	790	695
ENSG00000066468.22|FGFR2	774	930	801	794
ENSG00000066557.6|LRRC40	305	412	411	316
ENSG00000066583.12|ISOC1	158	182	177	148
ENSG00000066629.17|EML1	750	883	784	778
ENSG00000066651.20|TRMT11	175	203	185	159
ENSG00000066654.14|THUMPD1	655	781	659	653
ENSG00000066697.14|MSANTD3	387	426	441.58	369
ENSG00000066735.14|KIF26A	242	290	204	202
ENSG00000066739.12|ATG2B	540	698	680	610
ENSG00000066777.9|ARFGEF1	1220	1346	1409.1	1298.25
ENSG00000066827.16|ZFAT	206	195.8	173	168
ENSG00000066855.16|MTFR1	346.19	471	462.22	395.06
ENSG00000066923.17|STAG3	233.19	296.68	270.63	271.04
ENSG00000066926.11|FECH	609	729	716	666
ENSG00000066933.16|MYO9A	851.45	1104.34	956.66	960
ENSG00000067057.17|PFKP	1894	2077	1701	1959.97
ENSG00000067064.11|IDI1	1637	2104.21	2269	2196.62
ENSG00000067066.17|SP100	159	178	143.09	162.95
ENSG00000067082.15|KLF6	1611	1946	2143	2193
ENSG00000067113.17|PLPP1	129.07	105.23	142.04	119.53
ENSG00000067141.17|NEO1	1402	1554	1408	1321
ENSG00000067167.8|TRAM1	1568	1876	2013	1890
ENSG00000067177.15|PHKA1	453	522.85	483.31	405
ENSG00000067182.7|TNFRSF1A	669	770	774	845
ENSG00000067191.16|CACNB1	356	388.94	368	326
ENSG00000067208.14|EVI5	307	454	457	356
ENSG00000067221.14|STOML1	375	406	340	369
ENSG00000067225.18|PKM	24984	26296	22004	23085
ENSG00000067248.10|DHX29	1424	1564	1505	1430
ENSG00000067334.14|DNTTIP2	948	1066	983	903
ENSG00000067365.14|METTL22	223	256	236	250
ENSG00000067369.13|TP53BP1	3723.44	4521.45	4179.08	3731.28
ENSG00000067445.20|TRO	3044.56	3386.58	3132	3083
ENSG00000067533.6|RRP15	646	747	764	635
ENSG00000067560.11|RHOA	4052	4412	4257	4090
ENSG00000067596.11|DHX8	1519	1878	1526	1528
ENSG00000067601.8|PMS2P4	41.4	29.65	52	25.31
ENSG00000067606.17|PRKCZ	35.14	26.34	28.2	17.89
ENSG00000067704.10|IARS2	1962	2288	2318	2060
ENSG00000067829.19|IDH3G	580.59	548.61	491.52	535.98
ENSG00000067836.12|ROGDI	202	274.99	240.5	232.42
ENSG00000067840.12|PDZD4	653	690	539	551
ENSG00000067900.8|ROCK1	1535.85	1860.6	1807.29	1651.32
ENSG00000067955.14|CBFB	1250	1460	1406	1395
ENSG00000067992.14|PDK3	363	479	405	426
ENSG00000068001.14|HYAL2	523	573	492	491
ENSG00000068024.16|HDAC4	310	335	275	324
ENSG00000068028.17|RASSF1	264	307.73	257.25	325.17
ENSG00000068078.18|FGFR3	202	184	206	205
ENSG00000068079.7|IFI35	127	149	111	126
ENSG00000068097.14|HEATR6	811	966	885	786
ENSG00000068120.15|COASY	1086	1156.96	1073	1062
ENSG00000068137.15|PLEKHH3	437	483	462	494
ENSG00000068305.17|MEF2A	1598	1858	1754	1591
ENSG00000068308.13|OTUD5	1508	1427	1377	1405
ENSG00000068323.17|TFE3	1194	1392	1184	1282
ENSG00000068354.16|TBC1D25	470	456.8	364.95	369
ENSG00000068366.19|ACSL4	231	255	274	257
ENSG00000068383.19|INPP5A	262	292.72	285	218
ENSG00000068394.11|GPKOW	709	724	578	663
ENSG00000068400.13|GRIPAP1	2027	2092	1830	1781
ENSG00000068438.15|FTSJ1	803	894	870	817
ENSG00000068489.12|PRR11	1117	1537.75	1213.95	1308.92
ENSG00000068615.18|REEP1	523	557	530	483
ENSG00000068650.18|ATP11A	516	676	648	653
ENSG00000068654.16|POLR1A	2135	2515	1944	1917
ENSG00000068697.7|LAPTM4A	2586	2940	2842	2907
ENSG00000068724.16|TTC7A	214	241	164	204
ENSG00000068745.15|IP6K2	1276	1351	1230	1144
ENSG00000068784.13|SRBD1	644	691	608	584
ENSG00000068796.16|KIF2A	1494	1866	1794	1725
ENSG00000068831.19|RASGRP2	82	85	69	75
ENSG00000068878.15|PSME4	2082	2493	2289.99	2184
ENSG00000068885.15|IFT80	820.41	1085.89	1012.19	1023.28
ENSG00000068903.20|SIRT2	981	1093	968	985
ENSG00000068912.14|ERLEC1	1096	1214	1310	1159
ENSG00000068971.14|PPP2R5B	537	526	541	564
ENSG00000068976.14|PYGM	15	22	14	10
ENSG00000069011.16|PITX1	83	70	54.43	91
ENSG00000069020.18|MAST4	86	123	123	97
ENSG00000069248.12|NUP133	1300	1539	1498	1424
ENSG00000069275.13|NUCKS1	9256	11551	9544	8688.95
ENSG00000069329.17|VPS35	2382	2805	2756	2719
ENSG00000069345.12|DNAJA2	1484	1693	1674	1500
ENSG00000069399.15|BCL3	122	159	147	144
ENSG00000069424.14|KCNAB2	44	36	24	39
ENSG00000069493.15|CLEC2D	71.85	89.05	102.67	62.82
ENSG00000069509.6|FUNDC1	467	479	511	475
ENSG00000069667.16|RORA	554	747	842	785
ENSG00000069702.11|TGFBR3	217	291	280	263
ENSG00000069849.11|ATP1B3	1795	2012	2096	2032
ENSG00000069869.16|NEDD4	564	741	738	687
ENSG00000069943.10|PIGB	25.25	34.22	44.86	28.13
ENSG00000069956.12|MAPK6	1762	2202	2047	1807
ENSG00000069966.18|GNB5	583	632	624	587.45
ENSG00000069974.16|RAB27A	67	96.37	90.19	82
ENSG00000069998.12|HDHD5	737	771	675	639
ENSG00000070010.19|UFD1	1459	1604.83	1670.55	1497
ENSG00000070018.9|LRP6	1756	2146	2016	1811
ENSG00000070047.12|PHRF1	1313	1468	1153	1288
ENSG00000070061.15|ELP1	1433	1719	1737	1569
ENSG00000070081.16|NUCB2	882	994	989	847.82
ENSG00000070087.14|PFN2	4026	4708	4114	4045
ENSG00000070159.14|PTPN3	707	814	779	695
ENSG00000070182.20|SPTB	55	50.22	34.22	21
ENSG00000070214.16|SLC44A1	1814	2189	1996	1743
ENSG00000070269.14|TMEM260	320	423	430	390
ENSG00000070366.14|SMG6	1171.49	1205.09	1072.14	1068.05
ENSG00000070367.16|EXOC5	1764.98	2161	2174.98	1856.98
ENSG00000070371.16|CLTCL1	232	273	196	207
ENSG00000070404.10|FSTL3	196	218	119	154
ENSG00000070413.20|DGCR2	1614	1870	1621	1653
ENSG00000070423.18|RNF126	385	508	370	417
ENSG00000070444.15|MNT	746.14	825.31	638.12	737.8
ENSG00000070476.15|ZXDC	614	751	723	662
ENSG00000070495.14|JMJD6	493	518	532	552
ENSG00000070501.12|POLB	196	227	248	189
ENSG00000070540.13|WIPI1	246.85	246.66	267.31	221.78
ENSG00000070601.10|FRMPD1	41	41	34	23
ENSG00000070610.14|GBA2	2946.81	3350.06	2937.42	2954.01
ENSG00000070614.15|NDST1	1619	1905	1477	1544
ENSG00000070669.17|ASNS	794.86	784.5	954.53	861.35
ENSG00000070718.12|AP3M2	421	503	527	433
ENSG00000070756.16|PABPC1	10100	10754	9225.98	8971
ENSG00000070759.17|TESK2	35	42	32	42
ENSG00000070761.8|CFAP20	581	630	545.91	535
ENSG00000070770.9|CSNK2A2	1439	1735	1519	1382
ENSG00000070778.13|AL162171.1	548.88	660.76	646	574.98
ENSG00000070785.16|EIF2B3	369	387	391	383
ENSG00000070814.19|TCOF1	1017.94	1146	1021.81	946
ENSG00000070831.16|CDC42	5127.91	5855.89	5874.88	5327.89
ENSG00000070882.13|OSBPL3	1042	1160	1109	1044
ENSG00000070950.10|RAD18	632	756	638	607
ENSG00000070961.15|ATP2B1	2408	3093	2714	2476
ENSG00000071051.14|NCK2	970.53	1125.39	1011	935.73
ENSG00000071054.16|MAP4K4	8041	9610	8650	8106
ENSG00000071073.13|MGAT4A	1250	1557	1336	1236
ENSG00000071082.11|RPL31	4610.99	5134	4765	4560
ENSG00000071127.17|WDR1	5109	5509	4998	5036
ENSG00000071189.21|SNX13	1078	1410	1289	1208
ENSG00000071205.11|ARHGAP10	61	106	75	65
ENSG00000071242.12|RPS6KA2	1837	2155	2152	2345
ENSG00000071243.16|ING3	272	332	276	289
ENSG00000071246.11|VASH1	6513.81	7429.76	6331.55	6276.93
ENSG00000071282.12|LMCD1	51	90	89	90
ENSG00000071462.11|BUD23	2032	2153	2016.21	1984
ENSG00000071537.14|SEL1L	2037	2704	2456	2294
ENSG00000071539.14|TRIP13	938	1056	1019	1079
ENSG00000071553.17|ATP6AP1	4203	4562	4021	4573
ENSG00000071564.15|TCF3	5789	6847	5259	5754
ENSG00000071575.11|TRIB2	13321	15306	15491	14042
ENSG00000071626.16|DAZAP1	1811	1989	1692	1790
ENSG00000071655.18|MBD3	2305.93	2775.4	2263.15	2397.06
ENSG00000071794.16|HLTF	1104	1402	1183	1024
ENSG00000071859.15|FAM50A	2629	2761	2450	2462
ENSG00000071889.16|FAM3A	509	572	507	509
ENSG00000071894.17|CPSF1	3034	3504	2833	3135
ENSG00000071909.18|MYO3B	25	37	36	26
ENSG00000071967.12|CYBRD1	1313	1604	1507	1440
ENSG00000071994.10|PDCD2	502	570	598	509
ENSG00000072042.13|RDH11	1497	1664.16	1765.85	1594
ENSG00000072062.13|PRKACA	1827	2019	1645	1685
ENSG00000072071.16|ADGRL1	1258.47	1451.57	974.37	1041.33
ENSG00000072110.13|ACTN1	2643.63	2826.77	2415	2615.58
ENSG00000072121.16|ZFYVE26	815.87	1052	854.81	830
ENSG00000072134.15|EPN2	2278.87	2730.52	2122.68	2143
ENSG00000072135.13|PTPN18	641	620	585	655
ENSG00000072182.12|ASIC4	82	78	65	84
ENSG00000072195.15|SPEG	864.72	1093	852.16	961.19
ENSG00000072201.13|LNX1	146.97	116.2	151.07	152.05
ENSG00000072210.18|ALDH3A2	2509	3008	2786	2939
ENSG00000072274.13|TFRC	2887	3748	3387	3109
ENSG00000072310.16|SREBF1	593.17	660.14	611.7	665.55
ENSG00000072364.13|AFF4	1900	2627	2369	2113
ENSG00000072401.15|UBE2D1	349	412	412	380
ENSG00000072415.8|MPP5	481	649	516	480
ENSG00000072422.17|RHOBTB1	762	799	840	752
ENSG00000072501.17|SMC1A	6326	7473	6105	6049
ENSG00000072506.12|HSD17B10	1812	1847	1715	1691
ENSG00000072518.20|MARK2	1165	1198	1117	1109
ENSG00000072571.20|HMMR	528	733	599	514
ENSG00000072609.17|CHFR	527	571	540	646
ENSG00000072682.18|P4HA2	33	34	16	40
ENSG00000072736.19|NFATC3	705	859.05	791.83	635.8
ENSG00000072756.17|TRNT1	312.79	345.6	348.9	305.67
ENSG00000072778.20|ACADVL	3126	3243	2797	2947
ENSG00000072786.13|STK10	387	406	382	348
ENSG00000072803.17|FBXW11	927	1110	1049	973
ENSG00000072818.12|ACAP1	23	23	15	14
ENSG00000072832.14|CRMP1	6354	6783.01	6453.04	6617.04
ENSG00000072840.13|EVC	1011	1270.99	1140.96	1137.96
ENSG00000072849.11|DERL2	616.45	675.34	633.4	614.4
ENSG00000072858.10|SIDT1	14	16	9	15
ENSG00000072864.15|NDE1	1036.99	1183.9	1011.9	961
ENSG00000072952.18|MRVI1	37	64	50	47
ENSG00000072954.7|TMEM38A	183	185	148	151
ENSG00000072958.8|AP1M1	1521	1683	1460	1564
ENSG00000073008.15|PVR	841.86	877.66	991.54	991.27
ENSG00000073050.11|XRCC1	804	881.81	757.98	773
ENSG00000073060.16|SCARB1	453	521	387	403
ENSG00000073111.14|MCM2	2437.74	2560.33	1967.06	1936.43
ENSG00000073150.13|PANX2	19	64	27	31
ENSG00000073169.14|SELENOO	218.23	264.01	208.94	232.96
ENSG00000073282.13|TP63	21	10	10	14
ENSG00000073417.15|PDE8A	668	670	632	594
ENSG00000073464.12|CLCN4	329	489	402	348
ENSG00000073536.18|NLE1	353	372.94	319	277.74
ENSG00000073578.17|SDHA	3103.2	3561.5	2955.15	2966.67
ENSG00000073584.20|SMARCE1	3213.3	3413.65	3210.55	2861.76
ENSG00000073605.18|GSDMB	271	325	294	310
ENSG00000073614.12|KDM5A	1248	1548.97	1321	1300
ENSG00000073670.14|ADAM11	219	233	167	155
ENSG00000073711.11|PPP2R3A	320	354	310	319
